버전,AreaID,Tag,AreaType,ContinentalType,AttributeList,BossAreaObjectID,Width,Height,StartingPoints,StartArea,RestartTime,PortalID,PortalPosition:X,PortalPosition:Y,AreaPenaltyID,AreaFunctionList,IsWayPoint,IsTown,IsNpc,IsBoss,WatchCutscene,SoundID,SoundID_RaidSuccess,SoundID_RaidFail,SceneName,AreaName,AreaTitle,RaidTipID,AreaDifficulty,AppearMonster,AppearNPC,MapPortalID,ShowMinimap,ShowMinimapPopup,BackImage,AttributeText,AreaIcon,AreaDestroyGoBackAreaID,AreaGroupType
b_0,600,풍차마을-600,StaticPublic,1,"""None""",,64,67,"{""Position"":{ ""X"":34, ""Y"":34}}",FALSE,5,0,0,0,200,"""Town""",FALSE,TRUE,TRUE,FALSE,FALSE,33,0,0,f2_99_forest_town_windmill,AreaName_600,AreaTitle_Forest,,,,"310, 1000, 100600",3,TRUE,FALSE,BackGround_WindMillTown,MapInfo_Safe,AreaIcon_WindMillTown,0,Forest
b_0,610,지하던전 입구,StaticPublic,None,"""None""",,40,33,"{""Position"":{ ""X"":20, ""Y"":20}}",FALSE,5,0,0,0,1000,"""Dungeon""",FALSE,FALSE,TRUE,FALSE,FALSE,26,0,0,du_00_dungeon_enter,AreaName_610,AreaTitle_Dungeon,,,,1100,,TRUE,FALSE,BackGround_WindMillTown,MapInfo_Safe,AreaIcon_Dungeon,0,Forest
b_0,700,수정동굴-700,StaticPublic,1,"""None""",,94,76,"{""Position"":{ ""X"":44, ""Y"":34}}",FALSE,5,406000,0,0,400,"""None"", ""DungeonStone""",FALSE,FALSE,TRUE,FALSE,FALSE,32,0,0,f3_00_cave_field_entrance,AreaName_700,AreaTitle_Cave,,Lv.35 ~ Lv.37,10700,200011,,TRUE,FALSE,BackGround_Cave,,AreaIcon_Cave,0,Forest
b_0,710,수정동굴-710,StaticPublic,1,"""None""",,84,96,"{""Position"":{ ""X"":15, ""Y"":15}}",FALSE,5,405000,0,0,400,"""None"", ""DungeonStone""",FALSE,FALSE,TRUE,FALSE,FALSE,32,0,0,f3_01_cave_field_bridge,AreaName_710,AreaTitle_Cave,,Lv.36 ~ Lv.39,"10711, 10710",200008,,TRUE,FALSE,BackGround_Cave,,AreaIcon_Cave,0,Forest
b_0,720,수정동굴-720,StaticPublic,1,"""None""",,64,67,"{""Position"":{ ""X"":24, ""Y"":25}}",FALSE,5,0,0,0,400,"""None"", ""FieldBoss"", ""DungeonStone""",FALSE,FALSE,TRUE,TRUE,FALSE,32,0,0,f3_02_cave_field_center,AreaName_720,AreaTitle_Cave,,Lv.39 ~ Lv.40,"20080, 10720, 10721",210020,,TRUE,FALSE,BackGround_Cave,,AreaIcon_Cave,0,Forest
b_0,721,[멀티] 아케론,Raid,None,"""None""",42040,70,70,"{""Position"":{ ""X"":35, ""Y"":19}}",FALSE,20,3003,37,30,10000,"""None""",FALSE,FALSE,FALSE,TRUE,TRUE,34,8,8,rm_02_cave_acheron,AreaName_721,AreaTitle_Cave,AreaRaidTip_Acheron,,"42040, 32040, 70001",,,FALSE,FALSE,BackGround_Cave,,AreaIcon_Cave,0,None
b_0,730,수정동굴-730,StaticPublic,1,"""None""",,116,92,"{""Position"":{ ""X"":55, ""Y"":26}}",FALSE,5,0,0,0,400,"""None""",FALSE,FALSE,TRUE,FALSE,FALSE,32,0,0,f3_03_cave_field_wayout,AreaName_730,AreaTitle_Cave,,Lv.37 ~ Lv.40,"10730, 10731",,,TRUE,FALSE,BackGround_Cave,,AreaIcon_Cave,0,Forest
b_0,731,[솔로] 다가오는 죽음,Raid,None,"""None""",40040,116,92,"{""Position"":{ ""X"":81, ""Y"":29}}",FALSE,10,3003,80,27,10000,"""None""",FALSE,FALSE,FALSE,TRUE,FALSE,21,8,12,rs_03_cave_death,AreaName_730,AreaTitle_Cave,,Lv.20 ~ Lv.40,"40040, 30040, 30041, 30042",,,FALSE,FALSE,BackGround_Cave,,AreaIcon_Cave,0,None
b_0,740,수정동굴 - 웨이포인트,StaticPublic,1,"""None""",,65,65,"{""Position"":{ ""X"":10, ""Y"":45}}",FALSE,5,0,0,0,400,"""Waypoint""",TRUE,FALSE,TRUE,FALSE,FALSE,32,0,0,f3_04_cave_field_waypoint,AreaName_740,AreaTitle_Cave,,Safe Area,,100740,4,TRUE,FALSE,BackGround_Cave,,AreaIcon_Cave,0,Forest
b_0,800,용암-800,StaticPublic,2,"""None""",,80,78,"{""Position"":{ ""X"":24, ""Y"":22}}",FALSE,5,408000,0,0,800,"""None"", ""DungeonStone""",FALSE,FALSE,TRUE,FALSE,FALSE,15,0,0,f4_00_lava_field_cave,AreaName_800,AreaTitle_Lava,,Lv.51~ Lv.52,"10800, 10801",200016,,TRUE,FALSE,BackGround_Lava,,AreaIcon_Lava,0,Volcano
b_0,810,용암-810,StaticPublic,2,"""None""",,90,88,"{""Position"":{ ""X"":64, ""Y"":25}}",FALSE,5,409000,0,0,800,"""None"", ""DungeonStone""",FALSE,FALSE,TRUE,FALSE,FALSE,15,0,0,f4_01_lava_field_bridge,AreaName_810,AreaTitle_Lava,,Lv.51 ~ L.52,"10801, 10810",200019,,TRUE,FALSE,BackGround_Lava,,AreaIcon_Lava,0,Volcano
b_0,820,용암-820,StaticPublic,2,"""None""",,85,89,"{""Position"":{ ""X"":37, ""Y"":19}}",FALSE,5,0,0,0,800,"""None"", ""FieldBoss"", ""DungeonStone""",FALSE,FALSE,TRUE,TRUE,FALSE,15,0,0,f4_02_lava_field_cliff,AreaName_820,AreaTitle_Lava,,Lv.53 ~ Lv.54,"20110, 10820, 10821",210019,,TRUE,FALSE,BackGround_Lava,,AreaIcon_Lava,0,Volcano
b_0,830,용암-830,StaticPublic,2,"""None""",,63,78,"{""Position"":{ ""X"":26, ""Y"":27}}",FALSE,5,415000,0,0,800,"""None"", ""DungeonStone""",FALSE,FALSE,TRUE,FALSE,FALSE,15,0,0,f4_03_lava_field_nest,AreaName_830,AreaTitle_Lava,,Lv.54 ~ Lv.55,"10820, 10801",200014,,TRUE,FALSE,BackGround_Lava,,AreaIcon_Lava,0,Volcano
b_0,831,[멀티] 네르갈,Raid,2,"""None""",42030,63,78,"{""Position"":{ ""X"":24, ""Y"":14}}",FALSE,30,3003,25,30,10000,"""None""",FALSE,FALSE,FALSE,TRUE,TRUE,10,11,12,rm_03_lava_nergal,AreaName_831,AreaTitle_Lava,AreaRaidTip_Nergal,,"42030, 32030, 70002",,,FALSE,FALSE,BackGround_Lava,,AreaIcon_Lava,0,None
b_0,833,[솔로] 뜨거운 맛,Raid,2,"""None""",40080,63,78,"{""Position"":{ ""X"":25, ""Y"":30}}",FALSE,10,3003,25,30,10000,"""None""",FALSE,FALSE,FALSE,TRUE,FALSE,24,11,12,rm_03_lava_nergal,AreaName_833,AreaTitle_Lava,,,"40080, 30082, 30081",,,FALSE,FALSE,BackGround_Lava,,AreaIcon_Lava,0,None
b_0,840,용암-840,StaticPublic,2,"""None""",,108,30,"{""Position"":{ ""X"":15, ""Y"":15}}",FALSE,5,0,0,0,800,"""None""",FALSE,FALSE,TRUE,FALSE,FALSE,15,0,0,f4_04_lava_field_wayout,AreaName_840,AreaTitle_Lava,,Lv.51 ~ Lv.52,"10840, 10800",,,TRUE,FALSE,BackGround_Lava,,AreaIcon_Lava,0,Volcano
b_0,841,[솔로] 동굴 탐험,Raid,2,"""None""",40050,119,40,"{""Position"":{ ""X"":54, ""Y"":13}}",FALSE,10,3003,54,13,10000,"""None""",FALSE,FALSE,FALSE,TRUE,FALSE,25,11,12,rs_05_lava_exploration,AreaName_841,AreaTitle_Lava,,,"40050, 30051, 30052, 30050",,,FALSE,FALSE,BackGround_Lava,,AreaIcon_Lava,0,None
b_0,850,용암동굴 - 웨이포인트,StaticPublic,2,"""None""",,100,100,"{""Position"":{ ""X"":20, ""Y"":13}}",FALSE,5,0,0,0,1000,"""Waypoint""",TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,f4_05_lava_field_waypoint,AreaName_800,AreaTitle_Lava,,Safe Area,,101600,,TRUE,FALSE,BackGround_Lava,MapInfo_Safe,AreaIcon_Lava,0,Volcano
b_0,900,설산-900,StaticPublic,1,"""None""",,56,64,"{""Position"":{ ""X"":15, ""Y"":15}}",FALSE,5,414000,0,0,300,"""None"", ""DungeonStone""",FALSE,FALSE,TRUE,FALSE,FALSE,31,0,0,f5_00_snow_field_mount,AreaName_900,AreaTitle_Snow,,Lv.1 ~ Lv.4,"10901, 10900",200009,,TRUE,FALSE,BackGround_Snow,,AreaIcon_Snow,0,Snow
b_0,901,[솔로] 눈물나는 눈길,Raid,1,"""None""",40060,56,64,"{""Position"":{ ""X"":36, ""Y"":33}}",FALSE,10,3003,33,35,10000,"""None""",FALSE,FALSE,FALSE,TRUE,FALSE,22,8,12,rs_06_snow_tearful,AreaName_900,AreaTitle_Snow,,Lv.40 ~ Lv.60,"40060, 30060, 30061, 30062",,,FALSE,FALSE,BackGround_Snow,,AreaIcon_Snow,0,None
b_0,910,설산-910,StaticPublic,1,"""None""",,84,78,"{""Position"":{ ""X"":29, ""Y"":20}}",FALSE,5,407000,0,0,300,"""None"", ""DungeonStone""",FALSE,FALSE,TRUE,FALSE,FALSE,31,0,0,f5_01_snow_field_crossroad,AreaName_910,AreaTitle_Snow,,Lv.41 ~ Lv.42,"10910, 10911",200015,,TRUE,FALSE,BackGround_Snow,,AreaIcon_Snow,0,Snow
b_0,920,설산-920,StaticPublic,1,"""None""",,77,112,"{""Position"":{ ""X"":40, ""Y"":22}}",FALSE,5,0,0,0,300,"""None""",FALSE,FALSE,FALSE,FALSE,FALSE,16,0,0,f5_02_snow_field_cliff,AreaName_920,AreaTitle_Snow,,Lv.43 ~ Lv.45,"10920, 10921",,,TRUE,FALSE,BackGround_Snow,,AreaIcon_Snow,0,Snow
