속성,StatID,Tag,StatGroupType,Stat:FlatDamage,Stat:MeleeDamageMin,Stat:MeleeDamageMax,Stat:SkillDamageMin,Stat:SkillDamageMax,Stat:HPMax,Stat:MPMax,Stat:SPMax,Stat:RPMax,Stat:HP,Stat:MP,Stat:SP,Stat:RP,Stat:STR,Stat:DEX,Stat:WIS,Stat:VIT,Stat:Armor,Stat:AttackHPVamp,Stat:F_AttackHPVampRate,Stat:F_AttackCostVamp,Stat:F_BeAttackedCostVamp,Stat:F_DamageAmp,Stat:F_HealAmp,Stat:F_BaseAttackInterval,Stat:F_MoveSpeed,Stat:F_MoveForce,Stat:F_AddAttackSpeed,Stat:F_AddMovementSpeed,Stat:F_HPRecoveryPerSec,Stat:F_CostRecoveryPerSec,Stat:F_HPRecoveryRatePerSec,Stat:F_CostRecoveryRatePerSec,Stat:F_Critical,Stat:F_CriticalDamageRate,Stat:F_SkillHaste,Stat:F_ExpAmp,Stat:F_DebuffMovementSpeed,Stat:F_AddHP,Stat:F_AddCost,Stat:F_AddHPRate,Stat:F_AddCostRate
b_0,1011,도적 (Level:11),Level,0,15,23,0,0,129,0,100,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1012,도적 (Level:12),Level,0,15,25,0,0,137,0,100,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1013,도적 (Level:13),Level,0,16,26,0,0,145,0,100,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1014,도적 (Level:14),Level,0,17,27,0,0,154,0,100,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1015,도적 (Level:15),Level,0,18,29,0,0,163,0,100,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1016,도적 (Level:16),Level,0,19,30,0,0,173,0,100,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1017,도적 (Level:17),Level,0,20,31,0,0,183,0,100,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1018,도적 (Level:18),Level,0,21,33,0,0,194,0,100,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1019,도적 (Level:19),Level,0,21,34,0,0,206,0,100,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1020,도적 (Level:20),Level,0,22,35,0,0,218,0,120,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1021,도적 (Level:21),Level,0,23,37,0,0,231,0,120,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1022,도적 (Level:22),Level,0,25,39,0,0,245,0,120,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1023,도적 (Level:23),Level,0,26,41,0,0,260,0,120,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1024,도적 (Level:24),Level,0,27,43,0,0,276,0,120,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1025,도적 (Level:25),Level,0,28,45,0,0,292,0,120,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1026,도적 (Level:26),Level,0,30,47,0,0,310,0,120,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1027,도적 (Level:27),Level,0,31,50,0,0,328,0,120,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1028,도적 (Level:28),Level,0,33,52,0,0,348,0,120,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1029,도적 (Level:29),Level,0,35,55,0,0,369,0,120,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1030,도적 (Level:30),Level,0,36,58,0,0,391,0,120,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1031,도적 (Level:31),Level,0,38,60,0,0,415,0,120,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1032,도적 (Level:32),Level,0,40,64,0,0,439,0,120,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1033,도적 (Level:33),Level,0,42,67,0,0,466,0,120,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1034,도적 (Level:34),Level,0,44,70,0,0,494,0,120,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1035,도적 (Level:35),Level,0,47,74,0,0,523,0,120,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1036,도적 (Level:36),Level,0,49,77,0,0,555,0,120,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1037,도적 (Level:37),Level,0,51,81,0,0,588,0,120,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1038,도적 (Level:38),Level,0,54,85,0,0,623,0,120,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1039,도적 (Level:39),Level,0,57,90,0,0,661,0,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1040,도적 (Level:40),Level,0,60,94,0,0,700,0,150,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1041,도적 (Level:41),Level,0,63,99,0,0,742,0,150,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1042,도적 (Level:42),Level,0,66,104,0,0,787,0,150,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1043,도적 (Level:43),Level,0,69,109,0,0,834,0,150,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1044,도적 (Level:44),Level,0,73,114,0,0,884,0,150,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1045,도적 (Level:45),Level,0,76,120,0,0,937,0,150,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1046,도적 (Level:46),Level,0,80,126,0,0,993,0,150,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1047,도적 (Level:47),Level,0,84,133,0,0,1053,0,150,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1048,도적 (Level:48),Level,0,88,139,0,0,1116,0,150,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1049,도적 (Level:49),Level,0,93,146,0,0,1183,0,150,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,1050,도적 (Level:50),Level,0,98,154,0,0,1254,0,150,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,6300,0,32000,0,0,0,0,30,200,1200,5000,0,0,0,0,0,0,0
b_0,2001,마법사 (Level:1),Level,0,0,0,9,12,80,90,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2002,마법사 (Level:2),Level,0,0,0,10,14,85,90,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2003,마법사 (Level:3),Level,0,0,0,11,16,90,90,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2004,마법사 (Level:4),Level,0,0,0,13,17,96,90,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2005,마법사 (Level:5),Level,0,0,0,14,19,101,90,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2006,마법사 (Level:6),Level,0,0,0,15,20,107,90,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2007,마법사 (Level:7),Level,0,0,0,16,22,114,90,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2008,마법사 (Level:8),Level,0,0,0,17,24,121,90,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2009,마법사 (Level:9),Level,0,0,0,19,25,128,90,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2010,마법사 (Level:10),Level,0,0,0,20,27,135,140,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2011,마법사 (Level:11),Level,0,0,0,21,28,144,140,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2012,마법사 (Level:12),Level,0,0,0,22,30,152,140,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2013,마법사 (Level:13),Level,0,0,0,23,32,161,140,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2014,마법사 (Level:14),Level,0,0,0,24,33,171,140,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2015,마법사 (Level:15),Level,0,0,0,26,35,181,140,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2016,마법사 (Level:16),Level,0,0,0,27,37,192,140,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2017,마법사 (Level:17),Level,0,0,0,28,38,204,140,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2018,마법사 (Level:18),Level,0,0,0,29,40,216,140,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2019,마법사 (Level:19),Level,0,0,0,30,41,229,140,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2020,마법사 (Level:20),Level,0,0,0,32,43,243,190,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2021,마법사 (Level:21),Level,0,0,0,33,45,257,190,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2022,마법사 (Level:22),Level,0,0,0,35,47,273,190,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2023,마법사 (Level:23),Level,0,0,0,37,50,289,190,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2024,마법사 (Level:24),Level,0,0,0,39,52,306,190,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2025,마법사 (Level:25),Level,0,0,0,41,55,325,190,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2026,마법사 (Level:26),Level,0,0,0,43,58,344,190,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2027,마법사 (Level:27),Level,0,0,0,45,61,365,190,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2028,마법사 (Level:28),Level,0,0,0,47,64,387,190,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2029,마법사 (Level:29),Level,0,0,0,49,67,410,190,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2030,마법사 (Level:30),Level,0,0,0,52,70,434,240,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2031,마법사 (Level:31),Level,0,0,0,54,74,461,240,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2032,마법사 (Level:32),Level,0,0,0,57,78,488,240,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2033,마법사 (Level:33),Level,0,0,0,60,81,517,240,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2034,마법사 (Level:34),Level,0,0,0,63,86,549,240,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2035,마법사 (Level:35),Level,0,0,0,66,90,581,240,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2036,마법사 (Level:36),Level,0,0,0,70,94,616,240,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2037,마법사 (Level:37),Level,0,0,0,73,99,653,240,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2038,마법사 (Level:38),Level,0,0,0,77,104,693,240,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2039,마법사 (Level:39),Level,0,0,0,81,109,734,240,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2040,마법사 (Level:40),Level,0,0,0,85,115,778,290,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2041,마법사 (Level:41),Level,0,0,0,89,121,825,290,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2042,마법사 (Level:42),Level,0,0,0,93,127,874,290,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2043,마법사 (Level:43),Level,0,0,0,98,133,927,290,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2044,마법사 (Level:44),Level,0,0,0,103,140,982,290,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2045,마법사 (Level:45),Level,0,0,0,108,147,1041,290,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2046,마법사 (Level:46),Level,0,0,0,114,154,1104,290,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2047,마법사 (Level:47),Level,0,0,0,119,162,1170,290,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2048,마법사 (Level:48),Level,0,0,0,125,170,1240,290,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2049,마법사 (Level:49),Level,0,0,0,132,178,1315,290,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,2050,마법사 (Level:50),Level,0,0,0,138,187,1393,350,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,9000,0,32000,0,0,0,0,30,50,0,5000,0,0,0,0,0,0,0
b_0,3001,전사 (Level:1),Level,0,6,7,0,0,144,0,0,100,0,0,0,0,0,0,0,0,10,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3002,전사 (Level:2),Level,0,7,8,0,0,153,0,0,100,0,0,0,0,0,0,0,0,14,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3003,전사 (Level:3),Level,0,8,8,0,0,162,0,0,100,0,0,0,0,0,0,0,0,19,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3004,전사 (Level:4),Level,0,8,9,0,0,172,0,0,100,0,0,0,0,0,0,0,0,24,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3005,전사 (Level:5),Level,0,9,10,0,0,182,0,0,100,0,0,0,0,0,0,0,0,29,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3006,전사 (Level:6),Level,0,10,11,0,0,193,0,0,100,0,0,0,0,0,0,0,0,34,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3007,전사 (Level:7),Level,0,11,12,0,0,205,0,0,100,0,0,0,0,0,0,0,0,38,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3008,전사 (Level:8),Level,0,12,13,0,0,217,0,0,100,0,0,0,0,0,0,0,0,43,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3009,전사 (Level:9),Level,0,12,14,0,0,230,0,0,100,0,0,0,0,0,0,0,0,48,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3010,전사 (Level:10),Level,0,13,15,0,0,244,0,0,100,0,0,0,0,0,0,0,0,53,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3011,전사 (Level:11),Level,0,14,16,0,0,258,0,0,100,0,0,0,0,0,0,0,0,58,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3012,전사 (Level:12),Level,0,15,16,0,0,274,0,0,100,0,0,0,0,0,0,0,0,62,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3013,전사 (Level:13),Level,0,16,17,0,0,290,0,0,100,0,0,0,0,0,0,0,0,67,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3014,전사 (Level:14),Level,0,16,18,0,0,308,0,0,100,0,0,0,0,0,0,0,0,72,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3015,전사 (Level:15),Level,0,17,19,0,0,326,0,0,100,0,0,0,0,0,0,0,0,77,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3016,전사 (Level:16),Level,0,18,20,0,0,346,0,0,100,0,0,0,0,0,0,0,0,82,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3017,전사 (Level:17),Level,0,19,21,0,0,367,0,0,100,0,0,0,0,0,0,0,0,86,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3018,전사 (Level:18),Level,0,20,22,0,0,389,0,0,100,0,0,0,0,0,0,0,0,91,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3019,전사 (Level:19),Level,0,20,23,0,0,412,0,0,100,0,0,0,0,0,0,0,0,96,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
b_0,3020,전사 (Level:20),Level,0,21,24,0,0,437,0,0,100,0,0,0,0,0,0,0,0,101,0,0,10000,10000,0,0,9000,0,32000,0,0,0,0,60,0,800,5000,0,0,0,0,0,0,0
