속성,AreaObjectID,Tag,Level,AreaObjectType,Health:Level,AggroType,HPLines,MonsterAiType,StartAiStateType,InitCondition,Sight,AreaObjectSizeType,MonsterSkillBagID,HasMultiPhases,MultiPhases,MonsterStatType,RewardBagIDs,RewardBagID,PowerCubeCount,BerserkID,LifeTime,InheritanceStatRate,AttackMotionCount,EffectScaleFactor,IsAggro,IsMultiRaidBoss,IsTrueBoss,ShakeOnHit,ShakeID,EnemyType,DeathEffectID,AreaName,AreaNickName,MonsterTitle,PrefabID,MainPrefab,PanelImage,UIHealthPath
b_0,10501,식인식물,20,Monster,20,NormalAnger,1,Normal,MonsterWander,,15,Medium,10501,FALSE,,Balance,"""220500"",""2020""",2020,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10501,,,Monster_PlantChewer_Forest_0,Monster_PlantChewer_Forest_0,mob_10501,
b_0,10510,버섯 (13레벨),13,Monster,13,Normal,1,Normal,MonsterWander,,15,Small,10510,FALSE,,Balance,"""220500"",""2013""",2013,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10510,,,Monster_Mushroom_Forest_0,Monster_Mushroom_Forest_0,mob_10510,
b_0,10511,폐허 거미 (15레벨),15,Monster,15,Normal,1,Normal,MonsterWander,,15,Medium,10511,FALSE,,Balance,"""220500"",""2015""",2015,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10511,,,Monster_Spider_Ruin_0,Monster_Spider_Ruin_0,mob_10511,
b_0,10520,2,11,Monster,11,Normal,1,Normal,MonsterWander,,15,Medium,10520,FALSE,,Distance,"""220500"",""2011""",2011,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10520,,,Monster_Spider_Forest_0,Monster_Spider_Forest_0,mob_10520,
b_0,10530,폐허 거미 (26레벨),26,Monster,26,Normal,1,Normal,MonsterWander,,15,Medium,10530,FALSE,,Balance,"""220500"",""2026""",2026,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10530,,,Monster_Spider_Ruin_1,Monster_Spider_Ruin_1,mob_10530,
b_0,10531,"코브라 (숲, 27레벨)",27,Monster,27,Normal,1,Normal,MonsterWander,,15,Large,10531,FALSE,,Speed,"""220500"",""2027""",2027,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10531,,,Monster_Cobra_Ruins_0,Monster_Cobra_Ruins_0,mob_10531,
b_0,10540,폐허 거미 (27레벨),27,Monster,27,NormalAnger,1,Normal,MonsterWander,,15,Medium,10540,FALSE,,Distance,"""220500"",""2027""",2027,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10540,,,Monster_Spider_Ruin_2,Monster_Spider_Ruin_2,mob_10540,
b_0,10541,원혼,30,Monster,30,NormalAnger,1,Normal,MonsterWander,,15,Medium,10541,FALSE,,Balance,"""220500"",""2030""",2030,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10541,,,Monster_Specter_Ruin_0,Monster_Specter_Ruin_0,mob_10541,
b_0,10700,해골 (35레벨),35,Monster,35,NormalAnger,1,Normal,MonsterWander,,15,Medium,10700,FALSE,,Balance,"""220700"",""2035""",2035,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10700,,,Monster_Skeleton_Cave_0,Monster_Skeleton_Cave_0,mob_10700,
b_0,10710,해골 (36레벨),36,Monster,36,NormalAnger,1,Normal,MonsterWander,,15,Medium,10710,FALSE,,Balance,"""220700"",""2036""",2036,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10710,,,Monster_Skeleton_Cave_1,Monster_Skeleton_Cave_1,mob_10710,
b_0,10711,흑마법사,37,Monster,37,NormalAnger,1,Normal,MonsterWander,,15,Large,10711,FALSE,,Distance,"""220700"",""2037""",2037,0,0,0,0,1,1.2,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10711,,,Monster_EvilMage_Cave_0,Monster_EvilMage_Cave_0,mob_10711,
b_0,10720,"박쥐 (동굴, 39레벨)",39,Monster,39,NormalAnger,1,Normal,MonsterWander,,15,Small,10720,FALSE,,Speed,"""220700"",""2039""",2039,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10720,,,Monster_Bat_Cave_0,Monster_Bat_Cave_0,mob_10720,
b_0,10721,"흡혈 박쥐 (동굴, 40레벨)",40,Monster,40,NormalAnger,1,Normal,MonsterWander,,15,Medium,10721,FALSE,,Distance,"""220700"",""2040""",2040,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10721,,,Monster_VampireBat_Cave_0,Monster_VampireBat_Cave_0,mob_10721,
b_0,10730,"오물 슬라임 (동굴, 38레벨)",38,Monster,38,NormalAnger,1,Normal,MonsterWander,,15,Medium,10730,FALSE,,Balance,"""220700"",""2038""",2038,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,60020,AreaObjectName_10730,,,Monster_MeltSlime_Cave_0,Monster_MeltSlime_Cave_0,mob_10730,
b_0,10731,수정 골렘,38,Monster,38,NormalAnger,1,Normal,MonsterWander,,15,Large,10731,FALSE,,BalancePower,"""220700"",""2038""",2038,0,0,0,0,1,1.4,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10731,,,Monster_ElementalGolem_Cave_0,Monster_ElementalGolem_Cave_0,mob_10731,
b_0,10800,"새끼 샐러맨더 (800, 840)",50,Monster,50,NormalAnger,1,Normal,MonsterWander,,15,Medium,10800,FALSE,,BalancePower,"""220800"",""2050""",2050,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10800,,,Monster_LittleSalamander_Lava_0,Monster_LittleSalamander_Lava_0,mob_10800,
b_0,10801,"샐러맨더 (800,810)",51,Monster,51,NormalAnger,1,Normal,MonsterWander,,15,Large,10801,FALSE,,BalancePower,"""220800"",""2051""",2051,0,0,0,0,1,1.5,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10801,,,Monster_Salamander_Lava_0,Monster_Salamander_Lava_0,mob_10801,
b_0,10810,"비홀더 (용암, 51레벨)",51,Monster,51,NormalAnger,1,Normal,MonsterWander,,15,Large,10810,FALSE,,Distance,"""220800"",""2051""",2051,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10810,,,Monster_StaringEye_Lava_0,Monster_StaringEye_Lava_0,mob_10810,
b_0,10820,해츨링,52,Monster,52,NormalAnger,1,Normal,MonsterWander,,15,Medium,10820,FALSE,,Distance,"""220800"",""2052""",2052,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10820,,,Monster_Hatchling_Lava_0,Monster_Hatchling_Lava_0,mob_10820,
b_0,10821,용암골렘,53,Monster,53,NormalAnger,1,Normal,MonsterWander,,15,Large,10821,FALSE,,BalancePower,"""220800"",""2053""",2053,0,0,0,0,1,1.4,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10821,,,Monster_ElementalGolem_Lava_0,Monster_ElementalGolem_Lava_0,mob_10821,
b_0,10840,"흡혈 박쥐 (용암, 51레벨)",51,Monster,51,NormalAnger,1,Normal,MonsterWander,,15,Medium,10840,FALSE,,Distance,"""220800"",""2051""",2051,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10840,,,Monster_VampireBat_Lava_0,Monster_VampireBat_Lava_0,mob_10840,
b_0,10900,작은천사,4,Monster,4,Normal,1,Normal,MonsterWander,,15,Small,10900,FALSE,,Balance,"""221000"",""2004""",2004,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10900,,,Monster_Angel_Snow_0,Monster_Angel_Snow_0,mob_10900,
b_0,10901,천사 (7레벨),7,Monster,7,Normal,1,Normal,MonsterWander,,15,Medium,10901,FALSE,,Distance,"""221000"",""2007""",2007,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10901,,,Monster_ArchAngel_Snow_1,Monster_ArchAngel_Snow_1,mob_10901,
b_0,10910,"슬라임 (설원, 1레벨) (910, 950)",1,Monster,1,Normal,1,Normal,MonsterWander,,15,Medium,10910,FALSE,,Balance,"""221000"",""2001""",2001,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,60005,AreaObjectName_10910,,,Monster_IceSlime_0,Monster_IceSlime_0,mob_10910,
b_0,10911,천사 (4레벨),4,Monster,4,Normal,1,Normal,MonsterWander,,15,Medium,10911,FALSE,,Distance,"""221000"",""2004""",2004,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10911,,,Monster_ArchAngel_Snow_0,Monster_ArchAngel_Snow_0,mob_10911,
b_0,10920,"정령 (920, 940) (원거리)",41,Monster,41,NormalAnger,1,Normal,MonsterWander,,15,Small,10920,FALSE,,Distance,"""220900"",""2041""",2041,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10920,,,Monster_SnowElement_Snow_0,Monster_SnowElement_Snow_0,mob_10920,
b_0,10921,"눈골렘 (설원, 42레벨)",42,Monster,42,Normal,1,Normal,MonsterWander,,15,Large,10921,FALSE,,Balance,"""220900"",""2042""",2042,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10921,,,Monster_ElementalGolem_Snow_0,Monster_ElementalGolem_Snow_0,mob_10921,
b_0,10930,눈사람,41,Monster,41,NormalAnger,1,Normal,MonsterWander,,15,Large,10930,FALSE,,Distance,"""220900"",""2041""",2041,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10930,,,Monster_SnowArcher_Snow_0,Monster_SnowArcher_Snow_0,mob_10930,
b_0,10931,"눈골렘 (설원, 44레벨)",44,Monster,44,Normal,1,Normal,MonsterWander,,15,Large,10931,FALSE,,Balance,"""220900"",""2044""",2044,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10931,,,Monster_ElementalGolem_Snow_1,Monster_ElementalGolem_Snow_1,mob_10931,
b_0,10950,"슬라임 (설원, 4레벨)",4,Monster,4,Normal,1,Normal,MonsterWander,,15,Medium,10950,FALSE,,Balance,"""221000"",""2004""",2004,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,60005,AreaObjectName_10950,,,Monster_IceSlime_1,Monster_IceSlime_1,mob_10950,
b_0,10960,펭귄,6,Monster,6,Normal,1,Normal,MonsterWander,,15,Small,10960,FALSE,,Balance,"""221000"",""2006""",2006,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_10960,,,Monster_Penguin_Snow_0,Monster_Penguin_Snow_0,mob_10960,
b_0,11100,"게 (사막, 60레벨) (1100, 1120)",60,Monster,60,Normal,1,Normal,MonsterWander,,15,Medium,11100,FALSE,,Speed,"""221100"",""2060""",2060,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11100,,,Monster_Crab_Desert_0,Monster_Crab_Desert_0,mob_11100,
b_0,11110,"비홀더 (사막, 60레벨)",60,Monster,60,NormalAnger,1,Normal,MonsterWander,,15,Large,11110,FALSE,,Distance,"""221100"",""2060""",2060,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11110,,,Monster_StaringEye_Desert_0,Monster_StaringEye_Desert_0,mob_11110,
b_0,11111,"코브라 (사막, 64레벨) (1110, 1150)",64,Monster,64,Normal,1,Normal,MonsterWander,,15,Large,11111,FALSE,,Speed,"""221100"",""2064""",2064,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11111,,,Monster_Cobra_Desert_0,Monster_Cobra_Desert_0,mob_11111,
b_0,11130,"흑마법사 (사막, 57레벨)",57,Monster,57,NormalAnger,1,Normal,MonsterWander,,15,Large,11130,FALSE,,Distance,"""221200"",""2057""",2057,0,0,0,0,1,1.2,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11130,,,Monster_EvilMage_Wasteland_0,Monster_EvilMage_Wasteland_0,mob_11130,
b_0,11131,"전갈 (사막, 58레벨)",58,Monster,58,NormalAnger,1,Normal,MonsterWander,,15,Large,11131,FALSE,,Balance,"""221200"",""2058""",2058,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11131,,,Monster_Scorpion_Wasteland_1,Monster_Scorpion_Wasteland_1,mob_11131,
b_0,11140,선인장,56,Monster,56,NormalAnger,1,Normal,MonsterWander,,15,Medium,11140,FALSE,,AttackTwice,"""221200"",""2056""",2056,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11140,,,Monster_Cactus_Wasteland_0,Monster_Cactus_Wasteland_0,mob_11140,
b_0,11141,"전갈 (사막, 57레벨)",57,Monster,57,NormalAnger,1,Normal,MonsterWander,,15,Large,11141,FALSE,,Balance,"""221200"",""2057""",2057,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11141,,,Monster_Scorpion_Wasteland_0,Monster_Scorpion_Wasteland_0,mob_11141,
b_0,11150,여우,66,Monster,66,NormalAnger,1,Normal,MonsterWander,,15,Medium,11150,FALSE,,Speed,"""221100"",""2066""",2066,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11150,,,Monster_Fox_Desert_0,Monster_Fox_Desert_0,mob_11150,
b_0,11300,쥐 (5레벨),5,Monster,5,Normal,1,Normal,MonsterWander,,15,Small,11300,FALSE,,Speed,"""220400"",""2005""",2005,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11300,,,Monster_Rat_Under_0,Monster_Rat_Under_0,mob_11300,
b_0,11301,"오물 슬라임 (지하도시, 7레벨)",7,Monster,7,Normal,1,Normal,MonsterWander,,15,Medium,11301,FALSE,,Balance,"""220400"",""2007""",2007,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,60023,AreaObjectName_11301,,,Monster_MeltSlime_Under_0,Monster_MeltSlime_Under_0,mob_11301,
b_0,11310,"코브라 (지하도시, 8레벨)",8,Monster,8,Normal,1,Normal,MonsterWander,,15,Large,11310,FALSE,,Speed,"""220400"",""2008""",2008,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11310,,,Monster_Cobra_Under_0,Monster_Cobra_Under_0,mob_11310,
b_0,11311,가시 슬라임 (지하도시),10,Monster,10,Normal,1,Normal,MonsterWander,,15,Small,11311,FALSE,,Balance,"""220400"",""2010""",2010,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11311,,,Monster_ShellSlime_Under_0,Monster_ShellSlime_Under_0,mob_11311,
b_0,11320,"슬라임 (지하도시, 1레벨)",1,Monster,1,Normal,1,Normal,MonsterWander,,15,Medium,11320,FALSE,,Balance,"""220400"",""2001""",2001,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,60007,AreaObjectName_11320,,,Monster_UnderSlime_0,Monster_UnderSlime_0,mob_11320,
b_0,11321,"슬라임 (지하도시, 4레벨)",4,Monster,4,Normal,1,Normal,MonsterWander,,15,Medium,11321,FALSE,,Balance,"""220400"",""2004""",2004,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,60007,AreaObjectName_11321,,,Monster_UnderSlime_1,Monster_UnderSlime_1,mob_11321,
b_0,11330,"지하버섯 (지하도시, 30레벨)",30,Monster,30,NormalAnger,1,Normal,MonsterWander,,15,Small,11330,FALSE,,Balance,"""220400"",""2030""",2030,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11330,,,Monster_Mushroom_Under_0,Monster_Mushroom_Under_0,mob_11330,
b_0,11331,"박쥐 (지하도시, 31레벨)",31,Monster,31,NormalAnger,1,Normal,MonsterWander,,15,Small,11331,FALSE,,Speed,"""220400"",""2031""",2031,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11331,,,Monster_Bat_Under_0,Monster_Bat_Under_0,mob_11331,
b_0,11340,쥐 (32레벨),32,Monster,32,NormalAnger,1,Normal,MonsterWander,,15,Small,11340,FALSE,,Speed,"""220400"",""2032""",2032,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11340,,,Monster_Rat_Under_1,Monster_Rat_Under_1,mob_11340,
b_0,11341,"오물 슬라임 (지하도시, 33레벨)",33,Monster,33,NormalAnger,1,Normal,MonsterWander,,15,Medium,11341,FALSE,,Balance,"""220400"",""2033""",2033,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,60024,AreaObjectName_11341,,,Monster_MeltSlime_Under_1,Monster_MeltSlime_Under_1,mob_11341,
b_0,11350,쥐 (34레벨),34,Monster,34,NormalAnger,1,Normal,MonsterWander,,15,Small,11350,FALSE,,Speed,"""220400"",""2034""",2034,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11350,,,Monster_Rat_Under_2,Monster_Rat_Under_2,mob_11350,
b_0,11351,"박쥐 (지하도시, 35레벨, 원거리)",35,Monster,35,NormalAnger,1,Normal,MonsterWander,,15,Small,11351,FALSE,,Distance,"""220400"",""2035""",2035,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11351,,,Monster_Bat_Under_1,Monster_Bat_Under_1,mob_11351,
b_0,11500,"슬라임 (화산, 1레벨)",1,Monster,1,Normal,1,Normal,MonsterWander,,15,Medium,11500,FALSE,,Balance,"""221600"",""2001""",2001,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,60004,AreaObjectName_11500,,,Monster_VolcanoSlime_0,Monster_VolcanoSlime_0,mob_11500,
b_0,11501,"슬라임 (화산, 4레벨)",4,Monster,4,Normal,1,Normal,MonsterWander,,15,Medium,11501,FALSE,,Balance,"""221600"",""2004""",2004,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,60004,AreaObjectName_11501,,,Monster_VolcanoSlime_1,Monster_VolcanoSlime_1,mob_11501,
b_0,11510,"오물 슬라임 (화산, 5레벨)",5,Monster,5,Normal,1,Normal,MonsterWander,,15,Medium,11510,FALSE,,Balance,"""221600"",""2005""",2005,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,60026,AreaObjectName_11510,,,Monster_MeltSlime_Volcano_0,Monster_MeltSlime_Volcano_0,mob_11510,
b_0,11511,"용암 게 (화산, 7레벨)",7,Monster,7,Normal,1,Normal,MonsterWander,,15,Medium,11511,FALSE,,Speed,"""221600"",""2007""",2007,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11511,,,Monster_Crab_Volcano_0,Monster_Crab_Volcano_0,mob_11511,
b_0,11520,꼬마유령,44,Monster,44,NormalAnger,1,Normal,MonsterWander,,15,Small,11520,FALSE,,Distance,"""221500"",""2044""",2044,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11520,,,Monster_LittleGhost_Volcano_0,Monster_LittleGhost_Volcano_0,mob_11520,
b_0,11521,팬텀,47,Monster,47,NormalAnger,1,Normal,MonsterWander,,15,Medium,11521,FALSE,,Balance,"""221500"",""2047""",2047,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,10,NormalMonster,,AreaObjectName_11521,,,Monster_Phantom_Volcano_0,Monster_Phantom_Volcano_0,mob_11521,
b_0,20000,[FieldBoss] 보어킹 (440),30,Monster,30,NormalAnger,5,Normal,MonsterWander,,100,XXLarge,20000,FALSE,,FieldBoss,,0,0,0,0,0,2,2.3,TRUE,FALSE,FALSE,FALSE,10,EliteBoss,,AreaObjectName_20000,,,FieldBoss_BoarKing,FieldBoss_BoarKing,mob_20000,
b_0,20010,[FieldBoss] 레쉬,30,Monster,30,NormalAnger,5,Normal,MonsterWander,,100,XXLarge,20010,FALSE,,FieldBoss,,0,0,0,0,0,2,2.3,TRUE,FALSE,FALSE,FALSE,10,EliteBoss,,AreaObjectName_20010,,,FieldBoss_Leshy,FieldBoss_Leshy,mob_20010,
b_0,20060,[FieldBoss] 설인 (930),50,Monster,50,NormalAnger,5,Normal,MonsterWander,,100,XXLarge,20060,FALSE,,FieldBoss,,0,0,0,0,0,2,2.5,TRUE,FALSE,FALSE,FALSE,10,EliteBoss,,AreaObjectName_20060,,,FieldBoss_SnowMan,SnowManBoss_FieldBoss,mob_20060,
