속성,GoalID,Tag,GoalType,CommonIDs,CommonLevel,Count,IsLastGoal,ShowRewardPanel,QuestNotification,TalkID,NpcID,AreaID,PortalID,IsSendPacket,IsCountInfo,NextGoalID,IsReturnCloseTown
b_0,240,주간미션 6 - 솔로 레이드 클리어,RaidSuccessByGroupID,1,0,20,TRUE,FALSE,GoalsNoti_240,,0,0,0,FALSE,TRUE,0,TRUE
b_0,250,주간미션 7 - 멀티 레이드 클리어,RaidSuccessByGroupID,2,0,20,TRUE,FALSE,GoalsNoti_250,,0,0,0,FALSE,TRUE,0,TRUE
b_0,400,업적 - 골드 입수 1단계,MoneyGet,0,0,1000,TRUE,FALSE,GoalsNoti_400,,0,0,0,FALSE,TRUE,0,TRUE
b_0,410,업적 - 골드 입수 2단계,MoneyGet,0,0,10000,TRUE,FALSE,GoalsNoti_410,,0,0,0,FALSE,TRUE,0,TRUE
b_0,420,업적 - 골드 입수 3단계,MoneyGet,0,0,100000,TRUE,FALSE,GoalsNoti_420,,0,0,0,FALSE,TRUE,0,TRUE
b_0,430,업적 - 골드 입수 4단계,MoneyGet,0,0,300000,TRUE,FALSE,GoalsNoti_430,,0,0,0,FALSE,TRUE,0,TRUE
b_0,440,업적 - 골드 입수 5단계,MoneyGet,0,0,500000,TRUE,FALSE,GoalsNoti_440,,0,0,0,FALSE,TRUE,0,TRUE
b_0,450,업적 - 몬스터 사냥 1단계,AnyMonsterKill,0,0,100,TRUE,FALSE,GoalsNoti_450,,0,0,0,FALSE,TRUE,0,TRUE
b_0,460,업적 - 몬스터 사냥 2단계,AnyMonsterKill,0,0,1000,TRUE,FALSE,GoalsNoti_460,,0,0,0,FALSE,TRUE,0,TRUE
b_0,470,업적 - 몬스터 사냥 3단계,AnyMonsterKill,0,0,3000,TRUE,FALSE,GoalsNoti_470,,0,0,0,FALSE,TRUE,0,TRUE
b_0,480,업적 - 몬스터 사냥 4단계,AnyMonsterKill,0,0,5000,TRUE,FALSE,GoalsNoti_480,,0,0,0,FALSE,TRUE,0,TRUE
b_0,490,업적 - 레벨 달성 1단계,Level,0,0,10,TRUE,FALSE,GoalsNoti_490,,0,0,0,FALSE,FALSE,0,TRUE
b_0,500,업적 - 레벨 달성 2단계,Level,0,0,20,TRUE,FALSE,GoalsNoti_500,,0,0,0,FALSE,FALSE,0,TRUE
b_0,510,업적 - 레벨 달성 3단계,Level,0,0,30,TRUE,FALSE,GoalsNoti_510,,0,0,0,FALSE,FALSE,0,TRUE
b_0,520,업적 - 레벨 달성 4단계,Level,0,0,40,TRUE,FALSE,GoalsNoti_520,,0,0,0,FALSE,FALSE,0,TRUE
b_0,530,업적 - 레벨 달성 5단계,Level,0,0,50,TRUE,FALSE,GoalsNoti_530,,0,0,0,FALSE,FALSE,0,TRUE
b_0,540,업적 - 포션 사용 1단계,ItemUse,20101,0,100,TRUE,FALSE,GoalsNoti_540,,0,0,0,FALSE,TRUE,0,TRUE
b_0,550,업적 - 포션 사용 2단계,ItemUse,20101,0,1000,TRUE,FALSE,GoalsNoti_550,,0,0,0,FALSE,TRUE,0,TRUE
b_0,560,업적 - 포션 사용 3단계,ItemUse,20101,0,3000,TRUE,FALSE,GoalsNoti_560,,0,0,0,FALSE,TRUE,0,TRUE
b_0,570,업적 - 포션 사용 4단계,ItemUse,20101,0,5000,TRUE,FALSE,GoalsNoti_570,,0,0,0,FALSE,TRUE,0,TRUE
b_0,580,업적 - 포션 사용 5단계,ItemUse,20101,0,10000,TRUE,FALSE,GoalsNoti_580,,0,0,0,FALSE,TRUE,0,TRUE
b_0,590,업적 - 첫 클리어 위키드라임,RaidSuccess,200,1,1,TRUE,FALSE,GoalsNoti_590,,0,0,0,FALSE,TRUE,0,TRUE
b_0,600,업적 - 첫 클리어 호드,RaidSuccess,201,1,1,TRUE,FALSE,GoalsNoti_600,,0,0,0,FALSE,TRUE,0,TRUE
b_0,610,업적 - 첫 클리어 아케론,RaidSuccess,204,1,1,TRUE,FALSE,GoalsNoti_610,,0,0,0,FALSE,TRUE,0,TRUE
b_0,620,업적 - 첫 클리어 카발라,RaidSuccess,202,1,1,TRUE,FALSE,GoalsNoti_620,,0,0,0,FALSE,TRUE,0,TRUE
b_0,630,업적 - 첫 클리어 네르갈,RaidSuccess,203,1,1,TRUE,FALSE,GoalsNoti_630,,0,0,0,FALSE,TRUE,0,TRUE
b_0,640,업적 - 첫 클리어 샤르쿠,RaidSuccess,205,1,1,TRUE,FALSE,GoalsNoti_640,,0,0,0,FALSE,TRUE,0,TRUE
b_0,650,업적 - 골드 사용 1단계,MoneyUse,0,0,1000,TRUE,FALSE,GoalsNoti_650,,0,0,0,FALSE,TRUE,0,TRUE
b_0,660,업적 - 골드 사용 2단계,MoneyUse,0,0,10000,TRUE,FALSE,GoalsNoti_660,,0,0,0,FALSE,TRUE,0,TRUE
b_0,670,업적 - 골드 사용 3단계,MoneyUse,0,0,100000,TRUE,FALSE,GoalsNoti_670,,0,0,0,FALSE,TRUE,0,TRUE
b_0,680,업적 - 골드 사용 4단계,MoneyUse,0,0,300000,TRUE,FALSE,GoalsNoti_680,,0,0,0,FALSE,TRUE,0,TRUE
b_0,690,업적 - 젬 사용 1단계,GemUse,0,0,100,TRUE,FALSE,GoalsNoti_690,,0,0,0,FALSE,TRUE,0,TRUE
b_0,700,업적 - 젬 사용 2단계,GemUse,0,0,5000,TRUE,FALSE,GoalsNoti_700,,0,0,0,FALSE,TRUE,0,TRUE
b_0,710,업적 - 젬 사용 3단계,GemUse,0,0,50000,TRUE,FALSE,GoalsNoti_710,,0,0,0,FALSE,TRUE,0,TRUE
b_0,720,업적 - 젬 사용 4단계,GemUse,0,0,100000,TRUE,FALSE,GoalsNoti_720,,0,0,0,FALSE,TRUE,0,TRUE
b_0,730,업적 - 강화 성공 1단계,ItemEnchantSuccess,0,0,1,TRUE,FALSE,GoalsNoti_730,,0,0,0,FALSE,TRUE,0,TRUE
b_0,740,업적 - 강화 성공 2단계,ItemEnchantSuccess,0,0,10,TRUE,FALSE,GoalsNoti_740,,0,0,0,FALSE,TRUE,0,TRUE
b_0,750,업적 - 강화 성공 3단계,ItemEnchantSuccess,0,0,50,TRUE,FALSE,GoalsNoti_750,,0,0,0,FALSE,TRUE,0,TRUE
b_0,760,업적 - 강화 성공 4단계,ItemEnchantSuccess,0,0,100,TRUE,FALSE,GoalsNoti_760,,0,0,0,FALSE,TRUE,0,TRUE
b_0,770,업적 - 강화 실패 1단계,ItemEnchantFailure,0,0,1,TRUE,FALSE,GoalsNoti_770,,0,0,0,FALSE,TRUE,0,TRUE
b_0,780,업적 - 강화 실패 2단계,ItemEnchantFailure,0,0,10,TRUE,FALSE,GoalsNoti_780,,0,0,0,FALSE,TRUE,0,TRUE
b_0,790,업적 - 강화 실패 3단계,ItemEnchantFailure,0,0,50,TRUE,FALSE,GoalsNoti_790,,0,0,0,FALSE,TRUE,0,TRUE
b_0,800,업적 - 강화 실패 4단계,ItemEnchantFailure,0,0,100,TRUE,FALSE,GoalsNoti_800,,0,0,0,FALSE,TRUE,0,TRUE
b_0,810,업적 - 강화 파괴 1단계,ItemEnchantDestroy,0,0,1,TRUE,FALSE,GoalsNoti_810,,0,0,0,FALSE,TRUE,0,TRUE
b_0,820,업적 - 강화 파괴 2단계,ItemEnchantDestroy,0,0,10,TRUE,FALSE,GoalsNoti_820,,0,0,0,FALSE,TRUE,0,TRUE
b_0,830,업적 - 강화 파괴 3단계,ItemEnchantDestroy,0,0,50,TRUE,FALSE,GoalsNoti_830,,0,0,0,FALSE,TRUE,0,TRUE
b_0,840,업적 - 강화 파괴 4단계,ItemEnchantDestroy,0,0,100,TRUE,FALSE,GoalsNoti_840,,0,0,0,FALSE,TRUE,0,TRUE
b_0,850,업적 - 솔로 레이드 1단계,RaidSuccessByGroupID,1,0,10,TRUE,FALSE,GoalsNoti_850,,0,0,0,FALSE,TRUE,0,TRUE
b_0,860,업적 - 솔로 레이드 2단계,RaidSuccessByGroupID,1,0,30,TRUE,FALSE,GoalsNoti_860,,0,0,0,FALSE,TRUE,0,TRUE
b_0,870,업적 - 솔로 레이드 3단계,RaidSuccessByGroupID,1,0,50,TRUE,FALSE,GoalsNoti_870,,0,0,0,FALSE,TRUE,0,TRUE
b_0,880,업적 - 솔로 레이드 4단계,RaidSuccessByGroupID,1,0,100,TRUE,FALSE,GoalsNoti_880,,0,0,0,FALSE,TRUE,0,TRUE
b_0,890,업적 - 멀티 레이드 1단계,RaidSuccessByGroupID,2,0,10,TRUE,FALSE,GoalsNoti_890,,0,0,0,FALSE,TRUE,0,TRUE
b_0,900,업적 - 멀티 레이드 2단계,RaidSuccessByGroupID,2,0,30,TRUE,FALSE,GoalsNoti_900,,0,0,0,FALSE,TRUE,0,TRUE
b_0,910,업적 - 멀티 레이드 3단계,RaidSuccessByGroupID,2,0,50,TRUE,FALSE,GoalsNoti_910,,0,0,0,FALSE,TRUE,0,TRUE
b_0,920,업적 - 멀티 레이드 4단계,RaidSuccessByGroupID,2,0,100,TRUE,FALSE,GoalsNoti_920,,0,0,0,FALSE,TRUE,0,TRUE
b_0,930,업적 - 초원의 강적 사냥,Monsterkill,20000,0,1,TRUE,FALSE,GoalsNoti_930,,0,0,0,FALSE,TRUE,0,TRUE
b_0,940,업적 - 숲의 강적 사냥,Monsterkill,20010,0,1,TRUE,FALSE,GoalsNoti_940,,0,0,0,FALSE,TRUE,0,TRUE
b_0,970,업적 - 설산의 강적,Monsterkill,20060,0,1,TRUE,FALSE,GoalsNoti_970,,0,0,0,FALSE,TRUE,0,TRUE
b_0,980,업적 - 연금술 시도 1단계,AlchemyTry,0,0,10,TRUE,FALSE,GoalsNoti_980,,0,0,0,FALSE,TRUE,0,TRUE
b_0,990,업적 - 연금술 시도 2단계,AlchemyTry,0,0,30,TRUE,FALSE,GoalsNoti_990,,0,0,0,FALSE,TRUE,0,TRUE
b_0,1000,업적 - 연금술 시도 3단계,AlchemyTry,0,0,50,TRUE,FALSE,GoalsNoti_1000,,0,0,0,FALSE,TRUE,0,TRUE
b_0,1010,업적 - 연금술 시도 4단계,AlchemyTry,0,0,100,TRUE,FALSE,GoalsNoti_1010,,0,0,0,FALSE,TRUE,0,TRUE
b_0,1020,업적 - 아이템 제작 1단계,AniCrafting,0,0,1,TRUE,FALSE,GoalsNoti_1020,,0,0,0,FALSE,TRUE,0,TRUE
b_0,1030,업적 - 아이템 제작 2단계,AniCrafting,0,0,5,TRUE,FALSE,GoalsNoti_1030,,0,0,0,FALSE,TRUE,0,TRUE
b_0,1040,업적 - 아이템 제작 3단계,AniCrafting,0,0,10,TRUE,FALSE,GoalsNoti_1040,,0,0,0,FALSE,TRUE,0,TRUE
b_0,1050,업적 - 아이템 제작 4단계,AniCrafting,0,0,20,TRUE,FALSE,GoalsNoti_1050,,0,0,0,FALSE,TRUE,0,TRUE
b_0,1060,업적 - 아이템 제작 5단계,AniCrafting,0,0,30,TRUE,FALSE,GoalsNoti_1060,,0,0,0,FALSE,TRUE,0,TRUE
b_0,1070,업적 - 던전 보스 처치,Monsterkill,50059,0,1,TRUE,FALSE,GoalsNoti_1070,,0,0,0,FALSE,TRUE,0,TRUE
b_0,3000,서브1 - 초원 아이템 발견,NpcTalk,4042,0,1,TRUE,TRUE,GoalsNoti_3000,3000,4042,420,500420,TRUE,TRUE,0,FALSE
b_0,3010,서브2 - 초원 마을 돌아가기,AreaEnter,"300,1000, 1400, 1600",0,1,TRUE,FALSE,GoalsNoti_3010,,0,100000,0,FALSE,TRUE,0,FALSE
b_0,3020,서브3 - UI 재능 열어보기,UI_TalentOn,0,0,1,FALSE,FALSE,GoalsNoti_3020,,0,100000,0,TRUE,TRUE,3021,FALSE
b_0,3021,서브3 - UI 재능 올려보기,TalentLevelUp,0,0,1,TRUE,FALSE,GoalsNoti_3021,,0,100000,0,FALSE,TRUE,0,FALSE
b_0,3030,서브4 - UI 성장페이지 열어보기,UI_GrowthOn,0,0,1,TRUE,FALSE,GoalsNoti_3030,,0,100000,0,TRUE,TRUE,0,FALSE
b_0,3040,서브5 - UI 영웅 컬렉션 열어보기,UI_CollectionOn,0,0,1,TRUE,FALSE,GoalsNoti_3040,,0,100000,0,TRUE,TRUE,0,FALSE
b_0,3050,서브6 - UI 강화 페이지 열어보기,UI_EnchantOn,0,0,1,FALSE,FALSE,GoalsNoti_3050,,0,100000,0,TRUE,TRUE,3051,FALSE
b_0,3051,서브6 - UI 강화 해보기,ItemEnchantTry,0,0,1,TRUE,FALSE,GoalsNoti_3051,,0,100000,0,FALSE,TRUE,0,FALSE
b_0,4000,서브1 - 지하 아이템 발견,NpcTalk,4130,0,1,TRUE,TRUE,GoalsNoti_4000,4000,4130,1300,501300,TRUE,TRUE,0,FALSE
b_0,4010,서브2 - 지하 마을 돌아가기,AreaEnter,"300,1000, 1400, 1600",0,1,TRUE,FALSE,GoalsNoti_4010,,0,100000,0,FALSE,TRUE,0,FALSE
b_0,4020,서브3 - UI 재능 열어보기,UI_TalentOn,0,0,1,FALSE,FALSE,GoalsNoti_4020,,0,100000,0,TRUE,TRUE,4021,FALSE
b_0,4021,서브3 - UI 재능 올려보기,TalentLevelUp,0,0,1,TRUE,FALSE,GoalsNoti_4021,,0,100000,0,FALSE,TRUE,0,FALSE
b_0,4030,서브4 - UI 성장페이지 열어보기,UI_GrowthOn,0,0,1,TRUE,FALSE,GoalsNoti_4030,,0,100000,0,TRUE,TRUE,0,FALSE
b_0,4040,서브5 - UI 영웅 컬렉션 열어보기,UI_CollectionOn,0,0,1,TRUE,FALSE,GoalsNoti_4040,,0,100000,0,TRUE,TRUE,0,FALSE
b_0,4050,서브6 - UI 강화 페이지 열어보기,UI_EnchantOn,0,0,1,FALSE,FALSE,GoalsNoti_4050,,0,100000,0,TRUE,TRUE,4051,FALSE
b_0,4051,서브6 - UI 강화 해보기,ItemEnchantTry,0,0,1,TRUE,FALSE,GoalsNoti_4051,,0,100000,0,FALSE,TRUE,0,FALSE
b_0,5000,서브1 - 설산 아이템 발견,NpcTalk,4090,0,1,TRUE,TRUE,GoalsNoti_5000,5000,4090,900,500900,TRUE,TRUE,0,FALSE
b_0,5010,서브2 - 설산 마을 돌아가기,AreaEnter,"300,1000, 1400, 1600",0,1,TRUE,FALSE,GoalsNoti_5010,,0,100000,0,FALSE,TRUE,0,FALSE
b_0,5020,서브3 - UI 재능 열어보기,UI_TalentOn,0,0,1,FALSE,FALSE,GoalsNoti_5020,,0,100000,0,TRUE,TRUE,5021,FALSE
b_0,5021,서브3 - UI 재능 올려보기,TalentLevelUp,0,0,1,TRUE,FALSE,GoalsNoti_5021,,0,100000,0,FALSE,TRUE,0,FALSE
b_0,5030,서브4 - UI 성장페이지 열어보기,UI_GrowthOn,0,0,1,TRUE,FALSE,GoalsNoti_5030,,0,100000,0,TRUE,TRUE,0,FALSE
b_0,5040,서브5 - UI 영웅 컬렉션 열어보기,UI_CollectionOn,0,0,1,TRUE,FALSE,GoalsNoti_5040,,0,100000,0,TRUE,TRUE,0,FALSE
b_0,5050,서브6 - UI 강화 페이지 열어보기,UI_EnchantOn,0,0,1,FALSE,FALSE,GoalsNoti_5050,,0,100000,0,TRUE,TRUE,5051,FALSE
b_0,5051,서브6 - UI 강화 해보기,ItemEnchantTry,0,0,1,TRUE,FALSE,GoalsNoti_5051,,0,100000,0,FALSE,TRUE,0,FALSE
b_0,6000,서브1 - 화산 아이템 발견,NpcTalk,4151,0,1,TRUE,TRUE,GoalsNoti_6000,6000,4151,1510,501510,TRUE,TRUE,0,FALSE
b_0,6010,서브2 - 화산 마을 돌아가기,AreaEnter,"300,1000, 1400, 1600",0,1,TRUE,FALSE,GoalsNoti_6010,,0,100000,0,FALSE,TRUE,0,FALSE
b_0,6020,서브3 - UI 재능 열어보기,UI_TalentOn,0,0,1,FALSE,FALSE,GoalsNoti_6020,,0,100000,0,TRUE,TRUE,6021,FALSE
b_0,6021,서브3 - UI 재능 올려보기,TalentLevelUp,0,0,1,TRUE,FALSE,GoalsNoti_6021,,0,100000,0,FALSE,TRUE,0,FALSE
b_0,6030,서브4 - UI 성장페이지 열어보기,UI_GrowthOn,0,0,1,TRUE,FALSE,GoalsNoti_6030,,0,100000,0,TRUE,TRUE,0,FALSE
b_0,6040,서브5 - UI 영웅 컬렉션 열어보기,UI_CollectionOn,0,0,1,TRUE,FALSE,GoalsNoti_6040,,0,100000,0,TRUE,TRUE,0,FALSE
b_0,6050,서브6 - UI 강화 페이지 열어보기,UI_EnchantOn,0,0,1,FALSE,FALSE,GoalsNoti_6050,,0,100000,0,TRUE,TRUE,6051,FALSE
b_0,6051,서브6 - UI 강화 해보기,ItemEnchantTry,0,0,1,TRUE,FALSE,GoalsNoti_6051,,0,100000,0,FALSE,TRUE,0,FALSE
b_0,7000,계정1 - 모험의 돌 발견 (위키드라임),DiscoveryActive,2000,0,1,TRUE,FALSE,GoalsNoti_7000,,210016,520,500520,FALSE,TRUE,0,TRUE
b_0,7010,계정2 - 세갈래 숲길(520) 아이템 발견,NpcTalk,4052,0,1,TRUE,TRUE,GoalsNoti_7010,7010,4052,520,500520,TRUE,TRUE,0,TRUE
b_0,7020,계정3 - 에스타와의 대화 (발견한 아이템에 대한 이야기),NpcTalk,900000,0,1,TRUE,TRUE,GoalsNoti_7020,7020,900000,1120,501120,TRUE,TRUE,0,TRUE
b_0,7030,계정4 - 풍차마을로 이동하기,AreaEnter,600,0,1,FALSE,FALSE,GoalsNoti_7030,,0,600,500600,FALSE,TRUE,7031,TRUE
b_0,7031,계정4 - 웨이포인트 발견 (풍차마을),DiscoveryActive,2,0,1,TRUE,FALSE,GoalsNoti_7031,,100600,600,500600,FALSE,TRUE,0,TRUE
b_0,7040,계정5 - 호량과의 대화,NpcTalk,310,0,1,TRUE,TRUE,GoalsNoti_7040,7040,310,600,500600,TRUE,TRUE,0,TRUE
b_0,7050,계정6 - 에드워드와의 대화,NpcTalk,1000,0,1,FALSE,FALSE,GoalsNoti_7050,7050,1000,600,500600,TRUE,TRUE,7051,TRUE
b_0,7051,계정6 - 연금술 시도,AlchemyTry,0,0,1,FALSE,FALSE,GoalsNoti_7051,,1000,600,500600,FALSE,TRUE,7052,TRUE
b_0,7052,계정6 - 에드워드와의 대화,NpcTalk,1000,0,1,TRUE,FALSE,GoalsNoti_7052,7052,1000,600,500600,TRUE,TRUE,0,TRUE
b_0,7060,계정7 - 모험의 돌 발견 (호드),DiscoveryActive,2001,0,1,TRUE,FALSE,GoalsNoti_7060,,210017,540,500540,FALSE,TRUE,0,TRUE
b_0,7070,계정8 - 모험의 돌 발견 (지하던전),DiscoveryActive,1006,0,1,TRUE,FALSE,GoalsNoti_7070,,200006,1320,501320,FALSE,TRUE,0,TRUE
b_0,7080,계정9 - 수상한 남자와의 대화 (지하던전 1층 대화),NpcTalk,1100,0,1,FALSE,FALSE,GoalsNoti_7080,7080,1100,610,500610,TRUE,TRUE,7081,TRUE
b_0,7081,계정9 - 지하던전 1층 입장,AreaEnter,50010,0,1,FALSE,FALSE,GoalsNoti_7081,,1100,610,500610,FALSE,TRUE,7082,TRUE
b_0,7082,계정9 - 수상한 남자와의 대화 (지하던전 Npc),NpcTalk,1100,0,1,TRUE,FALSE,GoalsNoti_7082,7082,1100,610,500610,TRUE,TRUE,0,TRUE
b_0,7090,계정10 - 모험의 돌 발견 (수정동굴),DiscoveryActive,1008,0,1,FALSE,FALSE,GoalsNoti_7090,,200008,710,500710,FALSE,TRUE,7091,TRUE
b_0,7091,계정10 - 모험의 돌 발견 (흑마법사),DiscoveryActive,2004,0,1,TRUE,FALSE,GoalsNoti_7091,,210020,720,500720,FALSE,TRUE,0,TRUE
b_0,7100,계정11 - 모험의 돌 발견 (화산 1),DiscoveryActive,1009,0,1,TRUE,FALSE,GoalsNoti_7100,,200009,900,500900,FALSE,TRUE,0,TRUE
b_0,7110,계정12 - 어두운 늪지(510) 아이템 발견,NpcTalk,4051,0,1,TRUE,TRUE,GoalsNoti_7110,7110,4051,510,500510,TRUE,TRUE,0,TRUE
b_0,7120,계정13 - 모험의 돌 발견 (카발라),DiscoveryActive,2002,0,1,TRUE,FALSE,GoalsNoti_7120,,210018,930,500930,FALSE,TRUE,0,TRUE
b_0,7130,계정14 - 깊은 숲 유적(530) 아이템 발견,NpcTalk,4053,0,1,TRUE,TRUE,GoalsNoti_7130,7130,4053,530,500530,TRUE,TRUE,0,TRUE
b_0,7140,계정15 - 에스타와의 대화 (발견한 아이템에 대한 이야기),NpcTalk,900000,0,1,TRUE,TRUE,GoalsNoti_7140,7140,900000,1120,501120,TRUE,TRUE,0,TRUE
b_0,7150,계정16 - 수상한 남자와 대화 (지하던전 2층 대화),NpcTalk,1100,0,1,FALSE,FALSE,GoalsNoti_7150,7150,1100,610,500610,TRUE,TRUE,7151,TRUE
b_0,7151,계정16 - 지하던전 2층 입장,AreaEnter,50020,0,1,FALSE,FALSE,GoalsNoti_7151,,1100,610,500610,FALSE,TRUE,7152,TRUE
b_0,7152,계정16 - 수상한 남자와의 대화,NpcTalk,1100,0,1,TRUE,FALSE,GoalsNoti_7152,7152,1100,610,500610,TRUE,TRUE,0,TRUE
b_0,7160,계정17 - 깊은 고대 유적(540) 아이템 발견,NpcTalk,4054,0,1,TRUE,TRUE,GoalsNoti_7160,7160,4054,540,500540,TRUE,TRUE,0,TRUE
b_0,7170,계정18 - 신비로운 갈림길(740) 아이템 발견,NpcTalk,4074,0,1,TRUE,TRUE,GoalsNoti_7170,7170,4074,740,500740,TRUE,TRUE,0,TRUE
b_0,7180,계정19 - 수상한 남자와의 대화 (지하던전 3층 대화),NpcTalk,1100,0,1,FALSE,FALSE,GoalsNoti_7180,7180,1100,610,500610,TRUE,TRUE,7181,TRUE
b_0,7181,계정20 - 지하던전 3층 입장,AreaEnter,50030,0,1,FALSE,FALSE,GoalsNoti_7181,,1100,610,500610,FALSE,TRUE,7182,TRUE
b_0,7182,계정20 - 수상한 남자와의 대화 (지하던전 Npc),NpcTalk,1100,0,1,TRUE,FALSE,GoalsNoti_7182,7182,1100,610,500610,TRUE,TRUE,0,TRUE
b_0,7190,계정21 - 모험의 돌 발견 (눈 지역2),DiscoveryActive,1015,0,1,TRUE,FALSE,GoalsNoti_7190,,200015,910,500910,FALSE,TRUE,0,TRUE
b_0,7200,계정22 - 수정동굴 출구(730) 아이템 발견,NpcTalk,4073,0,1,TRUE,TRUE,GoalsNoti_7200,7200,4073,730,500730,TRUE,TRUE,0,TRUE
b_0,7210,계정23 - 수정동굴 중앙(720) 아이템 발견,NpcTalk,4072,0,1,TRUE,TRUE,GoalsNoti_7210,7210,4072,720,500720,TRUE,TRUE,0,TRUE
b_0,7220,계정24 - 에스타와의 대화 (발견한 아이템에 대한 이야기),NpcTalk,900000,0,1,TRUE,TRUE,GoalsNoti_7220,7220,900000,1120,501120,TRUE,TRUE,0,TRUE
b_0,7230,계정25 - 모험의 돌 발견 (용암 1),DiscoveryActive,1016,0,1,FALSE,FALSE,GoalsNoti_7230,,200016,800,500800,FALSE,TRUE,7231,TRUE
b_0,7231,계정25 - 모험의 돌 발견 (네르갈),DiscoveryActive,2003,0,1,TRUE,FALSE,GoalsNoti_7231,,210019,820,500820,FALSE,TRUE,0,TRUE
b_0,7240,계정26 - 모험의 돌 발견 (황무지 1),DiscoveryActive,1017,0,1,TRUE,FALSE,GoalsNoti_7240,,200017,1130,501130,FALSE,TRUE,0,TRUE
b_0,7250,계정27 - 아이템 발견 (1520),NpcTalk,4152,0,1,TRUE,TRUE,GoalsNoti_7250,7250,4152,1520,501520,TRUE,TRUE,0,TRUE
b_0,7260,계정28 - 수상한 남자와의 대화 (지하던전 4층 대화),NpcTalk,1100,0,1,FALSE,FALSE,GoalsNoti_7260,7260,1100,610,500610,TRUE,TRUE,7261,TRUE
b_0,7261,계정28 - 지하던전 4층 입장,AreaEnter,50040,0,1,FALSE,FALSE,GoalsNoti_7261,,1100,610,500610,FALSE,TRUE,7262,TRUE
b_0,7262,계정28 - 수상한 남자와의 대화 (지하던전 Npc),NpcTalk,1100,0,1,TRUE,FALSE,GoalsNoti_7262,7262,1100,610,500610,TRUE,TRUE,0,TRUE
b_0,7270,계정29 - 모험의 돌 발견 (사막 1),DiscoveryActive,1018,0,1,FALSE,FALSE,GoalsNoti_7270,,200018,1110,501110,FALSE,TRUE,7271,TRUE
b_0,7271,계정29 - 모험의 돌 발견 (샤르쿠),DiscoveryActive,2005,0,1,TRUE,FALSE,GoalsNoti_7271,,210021,1140,501140,FALSE,TRUE,0,TRUE
b_0,7280,계정30 - 용암동굴(800) 아이템 발견,NpcTalk,4080,0,1,TRUE,TRUE,GoalsNoti_7280,7280,4080,800,500800,TRUE,TRUE,0,TRUE
b_0,7290,계정31 - 모험의 돌 발견 (바스테드),DiscoveryActive,2006,0,1,TRUE,FALSE,GoalsNoti_7290,,210022,1150,501150,FALSE,TRUE,0,TRUE
b_0,7300,계정32 - 용암출구(840) 아이템 발견,NpcTalk,4084,0,1,TRUE,TRUE,GoalsNoti_7300,7300,4084,840,500840,TRUE,TRUE,0,TRUE
b_0,7310,계정33 - 수상한 남자와의 대화 (지하던전 5층 대화),NpcTalk,1100,0,1,FALSE,FALSE,GoalsNoti_7310,7310,1100,610,500610,TRUE,TRUE,7311,TRUE
b_0,7311,계정33 - 지하던전 5층 입장,AreaEnter,50050,0,1,FALSE,FALSE,GoalsNoti_7311,,1100,610,500610,FALSE,TRUE,7312,TRUE
b_0,7312,계정33 - 수상한 남자와의 대화,NpcTalk,1100,0,1,TRUE,FALSE,GoalsNoti_7312,7312,1100,610,500610,TRUE,TRUE,0,TRUE
