버전,RewardID,Tag,Tag_0,RewardType,Per,Probability,IsRandomAmount,Amount,AmountMax,ItemID,CurrencyID,PowerCubeID,Exp,TargetHeroClass,ItemTier,EquipSlotType,LootLookID,ImmediateEffectStatID,ShowSceneEvent,ShowResult,,,
b_0,600,일일미션 - 솔로 레이드 클리어,포션,Gem,,1000000,FALSE,1200,0,20102,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,601,일일미션 - 솔로 레이드 클리어,골드,Money,,1000000,FALSE,1000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,700,일일미션 - 멀티 레이드 클리어,포션,Gem,,1000000,FALSE,5000,0,20102,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,701,일일미션 - 멀티 레이드 클리어,골드,Money,,1000000,FALSE,1000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,2000,주간미션 - 주간미션 올 클리어,강화 포션,Gem,,1000000,FALSE,200,0,20102,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,2001,주간미션 - 주간미션 올 클리어,재능포인트,TalentPoint,,1000000,FALSE,6000,0,0,2,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,2100,주간미션 - 일일미션 올 클리어,포션,Gem,,1000000,FALSE,200,0,20102,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,2101,주간미션 - 일일미션 올 클리어,Gem,Gem,,1000000,FALSE,1200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,2200,주간미션 - 몬스터 사냥,강화 포션,Gem,,1000000,FALSE,200,0,20102,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,2201,주간미션 - 몬스터 사냥,재능 포인트,TalentPoint,,1000000,FALSE,4000,0,0,2,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,2300,주간미션 - 아이템 강화,포션,Gem,,1000000,FALSE,200,0,20102,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,2301,주간미션 - 아이템 강화,재능 포인트,TalentPoint,,1000000,FALSE,4000,0,0,2,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,2400,주간미션 - 골드 획득,포션,Gem,,1000000,FALSE,200,0,20102,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,2401,주간미션 - 골드 획득,재능 포인트,TalentPoint,,1000000,FALSE,4000,0,0,2,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,2500,주간미션 - 솔로 레이드 클리어,강화 포션,Gem,,1000000,FALSE,200,0,20102,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,2501,주간미션 - 솔로 레이드 클리어,재능 포인트,TalentPoint,,1000000,FALSE,4000,0,0,2,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,2600,주간미션 - 멀티 레이드 클리어,강화 포션,Gem,,1000000,FALSE,200,0,20102,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,2601,주간미션 - 멀티 레이드 클리어,재능 포인트,TalentPoint,,1000000,FALSE,4000,0,0,2,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4000,업적 - 골드 입수 1단계,골드,Money,,1000000,FALSE,100,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4001,업적 - 골드 입수 1단계,젬,Gem,,1000000,FALSE,100,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4100,업적 - 골드 입수 2단계,골드,Money,,1000000,FALSE,1000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4101,업적 - 골드 입수 2단계,젬,Gem,,1000000,FALSE,500,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4200,업적 - 골드 입수 3단계,골드,Money,,1000000,FALSE,10000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4201,업적 - 골드 입수 3단계,젬,Gem,,1000000,FALSE,1000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4300,업적 - 골드 입수 4단계,골드,Money,,1000000,FALSE,30000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4301,업적 - 골드 입수 4단계,젬,Gem,,1000000,FALSE,2000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4400,업적 - 골드 입수 5단계,골드,Money,,1000000,FALSE,50000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4401,업적 - 골드 입수 5단계,젬,Gem,,1000000,FALSE,3000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4500,업적 - 몬스터 사냥 1단계,골드,Money,,1000000,FALSE,2000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4501,업적 - 몬스터 사냥 1단계,젬,Gem,,1000000,FALSE,800,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4600,업적 - 몬스터 사냥 2단계,골드,Money,,1000000,FALSE,5000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4601,업적 - 몬스터 사냥 2단계,젬,Gem,,1000000,FALSE,1200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4700,업적 - 몬스터 사냥 3단계,골드,Money,,1000000,FALSE,10000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4701,업적 - 몬스터 사냥 3단계,젬,Gem,,1000000,FALSE,3000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4800,업적 - 몬스터 사냥 4단계,골드,Money,,1000000,FALSE,30000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4801,업적 - 몬스터 사냥 4단계,젬,Gem,,1000000,FALSE,4000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4900,업적 - 레벨 달성 1단계,골드,Money,,1000000,FALSE,1000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,4901,업적 - 레벨 달성 1단계,젬,Gem,,1000000,FALSE,100,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5000,업적 - 레벨 달성 2단계,골드,Money,,1000000,FALSE,3000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5001,업적 - 레벨 달성 2단계,젬,Gem,,1000000,FALSE,500,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5100,업적 - 레벨 달성 3단계,골드,Money,,1000000,FALSE,5000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5101,업적 - 레벨 달성 3단계,젬,Gem,,1000000,FALSE,1000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5200,업적 - 레벨 달성 4단계,골드,Money,,1000000,FALSE,10000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5201,업적 - 레벨 달성 4단계,젬,Gem,,1000000,FALSE,2000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5300,업적 - 레벨 달성 5단계,골드,Money,,1000000,FALSE,30000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5301,업적 - 레벨 달성 5단계,젬,Gem,,1000000,FALSE,3000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5400,업적 - 포션 사용 1단계,강화 포션,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5401,업적 - 포션 사용 1단계,젬,Gem,,1000000,FALSE,100,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5500,업적 - 포션 사용 2단계,강화 포션,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5501,업적 - 포션 사용 2단계,젬,Gem,,1000000,FALSE,500,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5600,업적 - 포션 사용 3단계,강화 포션,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5601,업적 - 포션 사용 3단계,젬,Gem,,1000000,FALSE,1000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5700,업적 - 포션 사용 4단계,강화 포션,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5701,업적 - 포션 사용 4단계,젬,Gem,,1000000,FALSE,2000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5800,업적 - 포션 사용 5단계,강화 포션,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5801,업적 - 포션 사용 5단계,젬,Gem,,1000000,FALSE,3000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5900,업적 - 위키드라임 첫클,위키드라임 상자,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,5901,업적 - 위키드라임 첫클,젬,Gem,,1000000,FALSE,100,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6000,업적 - 호드 첫클,호드 상자,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6001,업적 - 호드 첫클,젬,Gem,,1000000,FALSE,500,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6100,업적 - 아케론 첫클,아케론 상자,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6101,업적 - 아케론 첫클,젬,Gem,,1000000,FALSE,1000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6200,업적 - 카발라 첫클,카발라 상자,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6201,업적 - 카발라 첫클,젬,Gem,,1000000,FALSE,2000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6300,업적 - 네르갈 첫클,네르갈 상자,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6301,업적 - 네르갈 첫클,젬,Gem,,1000000,FALSE,3000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6400,업적 - 샤르쿠 첫클,샤르쿠 상자,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6401,업적 - 샤르쿠 첫클,젬,Gem,,1000000,FALSE,800,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6500,업적 - 골드 사용 1단계,골드,Money,,1000000,FALSE,1000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6501,업적 - 골드 사용 1단계,젬,Gem,,1000000,FALSE,100,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6600,업적 - 골드 사용 2단계,골드,Money,,1000000,FALSE,3000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6601,업적 - 골드 사용 2단계,젬,Gem,,1000000,FALSE,500,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6700,업적 - 골드 사용 3단계,골드,Money,,1000000,FALSE,5000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6701,업적 - 골드 사용 3단계,젬,Gem,,1000000,FALSE,1000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6800,업적 - 골드 사용 4단계,골드,Money,,1000000,FALSE,10000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6801,업적 - 골드 사용 4단계,젬,Gem,,1000000,FALSE,2000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6900,업적 - 젬 사용 1단계,신비 상자,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,6901,업적 - 젬 사용 1단계,젬,Gem,,1000000,FALSE,100,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7000,업적 - 젬 사용 2단계,신비 상자,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7001,업적 - 젬 사용 2단계,젬,Gem,,1000000,FALSE,500,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7100,업적 - 젬 사용 3단계,신비 상자,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7101,업적 - 젬 사용 3단계,젬,Gem,,1000000,FALSE,1000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7200,업적 - 젬 사용 4단계,신비 상자,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7201,업적 - 젬 사용 4단계,젬,Gem,,1000000,FALSE,2000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7300,업적 - 강화 성공 1단계,강화 주문서,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7301,업적 - 강화 성공 1단계,젬,Gem,,1000000,FALSE,500,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7400,업적 - 강화 성공 2단계,강화 주문서,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7401,업적 - 강화 성공 2단계,젬,Gem,,1000000,FALSE,1000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7500,업적 - 강화 성공 3단계,강화 주문서,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7501,업적 - 강화 성공 3단계,젬,Gem,,1000000,FALSE,2000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7600,업적 - 강화 성공 4단계,강화 주문서,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7601,업적 - 강화 성공 4단계,젬,Gem,,1000000,FALSE,3000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7700,업적 - 강화 실패 1단계,골드,Money,,1000000,FALSE,1000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7701,업적 - 강화 실패 1단계,젬,Gem,,1000000,FALSE,500,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7800,업적 - 강화 실패 2단계,골드,Money,,1000000,FALSE,3000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7801,업적 - 강화 실패 2단계,젬,Gem,,1000000,FALSE,1000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7900,업적 - 강화 실패 3단계,골드,Money,,1000000,FALSE,5000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,7901,업적 - 강화 실패 3단계,젬,Gem,,1000000,FALSE,2000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8000,업적 - 강화 실패 4단계,골드,Money,,1000000,FALSE,10000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8001,업적 - 강화 실패 4단계,젬,Gem,,1000000,FALSE,3000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8100,업적 - 강화 파괴 1단계,골드,Money,,1000000,FALSE,1000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8101,업적 - 강화 파괴 1단계,젬,Gem,,1000000,FALSE,500,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8200,업적 - 강화 파괴 2단계,골드,Money,,1000000,FALSE,3000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8201,업적 - 강화 파괴 2단계,젬,Gem,,1000000,FALSE,1000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8300,업적 - 강화 파괴 3단계,골드,Money,,1000000,FALSE,5000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8301,업적 - 강화 파괴 3단계,젬,Gem,,1000000,FALSE,2000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8400,업적 - 강화 파괴 4단계,골드,Money,,1000000,FALSE,10000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8401,업적 - 강화 파괴 4단계,젬,Gem,,1000000,FALSE,3000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8500,업적 - 솔로 레이드 1단계,골드,Money,,1000000,FALSE,1000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8501,업적 - 솔로 레이드 1단계,젬,Gem,,1000000,FALSE,500,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8600,업적 - 솔로 레이드 2단계,골드,Money,,1000000,FALSE,3000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8601,업적 - 솔로 레이드 2단계,젬,Gem,,1000000,FALSE,1000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8700,업적 - 솔로 레이드 3단계,골드,Money,,1000000,FALSE,5000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8701,업적 - 솔로 레이드 3단계,젬,Gem,,1000000,FALSE,2000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8800,업적 - 솔로 레이드 4단계,골드,Money,,1000000,FALSE,10000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8801,업적 - 솔로 레이드 4단계,젬,Gem,,1000000,FALSE,3000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8900,업적 - 멀티 레이드 1단계,골드,Money,,1000000,FALSE,1000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,8901,업적 - 멀티 레이드 1단계,젬,Gem,,1000000,FALSE,500,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9000,업적 - 멀티 레이드 2단계,골드,Money,,1000000,FALSE,3000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9001,업적 - 멀티 레이드 2단계,젬,Gem,,1000000,FALSE,1000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9100,업적 - 멀티 레이드 3단계,골드,Money,,1000000,FALSE,5000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9101,업적 - 멀티 레이드 3단계,젬,Gem,,1000000,FALSE,2000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9200,업적 - 멀티 레이드 4단계,골드,Money,,1000000,FALSE,10000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9201,업적 - 멀티 레이드 4단계,젬,Gem,,1000000,FALSE,3000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9300,업적 - 필드 보스 초원,신비 포션,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9301,업적 - 필드 보스 초원,젬,Gem,,1000000,FALSE,500,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9400,업적 - 필드 보스 숲,신비 포션,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9401,업적 - 필드 보스 숲,젬,Gem,,1000000,FALSE,1000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9500,업적 - 필드 보스 동굴,신비 포션,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9501,업적 - 필드 보스 동굴,젬,Gem,,1000000,FALSE,2000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9600,업적 - 필드 보스 용암,신비 포션,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9601,업적 - 필드 보스 용암,젬,Gem,,1000000,FALSE,3000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9700,업적 - 필드 보스 설산,신비 포션,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9701,업적 - 필드 보스 설산,젬,Gem,,1000000,FALSE,4000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9800,업적 - 연금술 시도 1단계,골드,Money,,1000000,FALSE,1000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9801,업적 - 연금술 시도 1단계,젬,Gem,,1000000,FALSE,500,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9900,업적 - 연금술 시도 2단계,골드,Money,,1000000,FALSE,3000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,9901,업적 - 연금술 시도 2단계,젬,Gem,,1000000,FALSE,1000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,10000,업적 - 연금술 시도 3단계,골드,Money,,1000000,FALSE,5000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,10001,업적 - 연금술 시도 3단계,젬,Gem,,1000000,FALSE,2000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,10100,업적 - 연금술 시도 4단계,골드,Money,,1000000,FALSE,10000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,10101,업적 - 연금술 시도 4단계,젬,Gem,,1000000,FALSE,3000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,10200,업적 - 아이템 제작 1단계,골드,Money,,1000000,FALSE,1000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,10201,업적 - 아이템 제작 1단계,젬,Gem,,1000000,FALSE,500,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,10300,업적 - 아이템 제작 2단계,골드,Money,,1000000,FALSE,3000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,10301,업적 - 아이템 제작 2단계,젬,Gem,,1000000,FALSE,1000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,10400,업적 - 아이템 제작 3단계,골드,Money,,1000000,FALSE,5000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,10401,업적 - 아이템 제작 3단계,젬,Gem,,1000000,FALSE,2000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,10500,업적 - 아이템 제작 4단계,골드,Money,,1000000,FALSE,10000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,10501,업적 - 아이템 제작 4단계,젬,Gem,,1000000,FALSE,3000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,10600,업적 - 아이템 제작 5단계,골드,Money,,1000000,FALSE,30000,0,0,1,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,10601,업적 - 아이템 제작 5단계,젬,Gem,,1000000,FALSE,4000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,10700,업적 - 던전 보스 사냥,젬,Gem,,1000000,FALSE,200,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,10701,업적 - 던전 보스 사냥,젬,Gem,,1000000,FALSE,5000,0,0,4,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,50100,계정퀘스트 보물상자 1,전설 버프,Item,,1000000,FALSE,3,0,20401,0,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,50200,계정퀘스트 보물상자 2,빛나는 강화 주문서,Item,,1000000,FALSE,2,0,20802,0,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,50300,계정퀘스트 보물상자 3,전설 버프,Item,,1000000,FALSE,5,0,20401,0,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,50400,계정퀘스트 보물상자 4,빛나는 강화 주문서,Item,,1000000,FALSE,3,0,20802,0,0,0,Common,0,None,0,0,FALSE,FALSE,,,
b_0,100200,영웅퀘 아이템 보상: 도적,무딘 단검,Item,,1000000,FALSE,1,0,110200,0,0,0,Rogue,0,None,0,0,FALSE,FALSE,,,
b_0,100300,영웅퀘 아이템 보상: 전사,무딘 도끼,Item,,1000000,FALSE,1,0,110300,0,0,0,Warrior,0,None,0,0,FALSE,FALSE,,,
b_0,100400,영웅퀘 아이템 보상: 마법사,약한 지팡이,Item,,1000000,FALSE,1,0,110400,0,0,0,Mage,0,None,0,0,FALSE,FALSE,,,
b_0,100500,영웅퀘 아이템 보상: 궁수,허름한 활,Item,,1000000,FALSE,1,0,110500,0,0,0,Archer,0,None,0,0,FALSE,FALSE,,,
b_0,100600,영웅퀘 아이템 보상: 광전사,무딘 대검,Item,,1000000,FALSE,1,0,110600,0,0,0,Berserker,0,None,0,0,FALSE,FALSE,,,
b_0,100700,영웅퀘 아이템 보상: 흑마법사,낡은마법책,Item,,1000000,FALSE,1,0,110700,0,0,0,Warlock,0,None,0,0,FALSE,FALSE,,,
b_0,100800,영웅퀘 아이템 보상: 사제,약한 지팡이,Item,,1000000,FALSE,1,0,110800,0,0,0,Priest,0,None,0,0,FALSE,FALSE,,,
