속성,ItemID,Memo,Tag,Tag0,Tag1,Tag2,Tag3,ItemExID,ItemTier,HeroClassTypeList,PowerStatType,EquipSlotType,ItemCategoryType,LootCategoryType,InventoryTabType,GradeType,StackMax,IsStackable,IsConsumable,IsEquipment,IsEnchant,IsLegendEnchant,IsGrowth,IsDurable,DurabilityMax,PotionType,StatID,ItemEnchantGroupID,ItemGrowthGroupID,EnchantCountMax,GrowthLevelMax,ItemName,AutoUse,IsQuickSlot,ItemCoolTimeType,LevelLimit,GradeStar,ItemDescLanguageID,ImagePath,BuyCurrencyType,BuyPrice,SellPrice,IsUnsellable,Enchanceprice,UIMainStatType,IsAlchemy,AlchemyValue,IconType,CurrencyImagePath,UseSoundID,ClassShopIcon,ClassText
b_0,9200,,신비 모자,,,,,0,100,"""Common""",None,Head,Equipment,Armor,Equipment,Grade_BM,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,10,None,9920000,30600,20100,40,50,ItemName_9200,FALSE,FALSE,None,1,★★★★★,ItemDesc_BMGear,bm_506000,Gem,750,0,FALSE,100,Armor,FALSE,0,icon_stats_def,icon_gem,,classSquare_All,
b_0,9201,,신비 점퍼,,,,,0,100,"""Common""",None,Torso,Equipment,Armor,Equipment,Grade_BM,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,10,None,9920100,30600,20200,40,50,ItemName_9201,FALSE,FALSE,None,1,★★★★★,ItemDesc_BMGear,bm_508000,Gem,750,0,FALSE,100,Armor,FALSE,0,icon_stats_def,icon_gem,,classSquare_All,
b_0,9400,,신비 목걸이,,,,,0,100,"""Common""",None,Neck,Equipment,Accessories,Accessory,Grade_BM,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,10,None,9940000,40600,30100,40,50,ItemName_9400,FALSE,FALSE,None,1,★★★★★,ItemDesc_BMGear,bm_516000,Gem,350,0,FALSE,100,HPMax,FALSE,0,icon_hp,icon_gem,,classSquare_All,
b_0,9401,,신비 반지,,,,,0,100,"""Common""",None,Finger,Equipment,Accessories,Accessory,Grade_BM,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,10,None,9940100,40600,30200,40,50,ItemName_9401,FALSE,FALSE,None,1,★★★★★,ItemDesc_BMGear,bm_518000,Gem,350,0,FALSE,100,HPMax,FALSE,0,icon_hp,icon_gem,,classSquare_All,
b_0,10000,,나뭇가지,,,,,0,0,"""Common""",Common,WeaponHold,Equipment,Weapon,Equipment,Grade_1,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,None,91000000,10000,0,40,0,ItemName_10000,FALSE,FALSE,None,1,★,,WeaponHold_10000,Money,10,100,FALSE,100,MeleeDamageMax,TRUE,1,icon_stats_atk,icon_coin,,classSquare_All,
b_0,10002,,허름한 옷,,,,,0,0,"""Common""",None,Torso,Equipment,Armor,Equipment,Grade_1,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,None,91000200,30100,0,40,0,ItemName_10002,FALSE,FALSE,None,1,★,,Torso_10002,Money,10,100,FALSE,100,Armor,TRUE,1,icon_stats_def,icon_coin,,classSquare_All,
b_0,20101,,HP물약,,20000,100,1,20101,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20101,0,0,0,0,ItemName_20101,TRUE,FALSE,HP,1,,ItemDesc_20101,Consumable_20101,Money,50,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_potion,icon_coin,10021,classSquare_All,
b_0,20102,,강화 HP물약,,20000,100,2,20102,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20102,0,0,0,0,ItemName_20102,FALSE,TRUE,LargeHP,1,,ItemDesc_20102,Consumable_20102,Money,200,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_potion,icon_coin,10016,classSquare_All,
b_0,20103,,마나 물약,,20000,100,3,20103,0,"""Mage"", ""Archer"", ""Warlock"", ""Priest"", ""Shaman"", ""Gunner""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20103,0,0,0,0,ItemName_20103,TRUE,FALSE,Cost,1,,ItemDesc_20103,Consumable_20103,Money,50,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_potion,icon_coin,10021,classSquare_All,
b_0,20104,,강화 마나 물약,,20000,100,4,20104,0,"""Mage"", ""Archer"", ""Warlock"", ""Priest"", ""Shaman"", ""Gunner""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20104,0,0,0,0,ItemName_20104,FALSE,TRUE,LargeCost,1,,ItemDesc_20104,Consumable_20104,Money,200,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_potion,icon_coin,10016,classSquare_All,
b_0,20105,,기력물약,,20000,100,5,20105,0,"""Rogue"", ""MagicalSwordman""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20105,0,0,0,0,ItemName_20105,TRUE,FALSE,Cost,1,,ItemDesc_20105,Consumable_20105,Money,50,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_potion,icon_coin,10021,classSquare_All,
b_0,20106,,강화 기력물약,,20000,100,6,20106,0,"""Rogue"", ""MagicalSwordman""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20106,0,0,0,0,ItemName_20106,FALSE,TRUE,LargeCost,1,,ItemDesc_20106,Consumable_20106,Money,200,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_potion,icon_coin,10016,classSquare_All,
b_0,20107,,미정,,20000,100,7,20107,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20107,0,0,0,0,ItemName_20107,TRUE,FALSE,HP,1,,ItemDesc_20107,Consumable_20107,Money,50,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_potion,icon_coin,10021,classSquare_All,
b_0,20108,,미정,,20000,100,8,20108,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20108,0,0,0,0,ItemName_20108,FALSE,TRUE,HP,1,,ItemDesc_20108,Consumable_20108,Money,200,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_potion,icon_coin,10016,classSquare_All,
b_0,20201,,분노의 주문서,,20000,200,1,20201,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20201,0,0,0,0,ItemName_20201,FALSE,TRUE,AttackScroll,1,,ItemDesc_20201,Consumable_20201,Money,100,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_scroll,icon_coin,10022,classSquare_All,
b_0,20202,,상급 분노의 주문서,,20000,200,2,20202,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20202,0,0,0,0,ItemName_20202,FALSE,TRUE,AttackScroll,20,,ItemDesc_20202,Consumable_20202,Money,200,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_scroll,icon_coin,10022,classSquare_All,
b_0,20203,,빛나는 분노의 주문서,,20000,200,3,20203,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20203,0,0,0,0,ItemName_20203,FALSE,TRUE,AttackScroll,30,,ItemDesc_20203,Consumable_20203,Money,500,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_scroll,icon_coin,10022,classSquare_All,
b_0,20204,,태풍의 주문서,,20000,200,4,20204,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20204,0,0,0,0,ItemName_20204,FALSE,TRUE,AttackScroll,1,,ItemDesc_20204,Consumable_20204,Money,100,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_scroll,icon_coin,10022,classSquare_All,
b_0,20205,,상급 태풍의 주문서,,20000,200,5,20205,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20205,0,0,0,0,ItemName_20205,FALSE,TRUE,AttackScroll,20,,ItemDesc_20205,Consumable_20205,Money,200,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_scroll,icon_coin,10022,classSquare_All,
b_0,20206,,빛나는 태풍의 주문서,,20000,200,6,20206,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20206,0,0,0,0,ItemName_20206,FALSE,TRUE,AttackScroll,30,,ItemDesc_20206,Consumable_20206,Money,500,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_scroll,icon_coin,10022,classSquare_All,
b_0,20207,,바람의 주문서,,20000,200,7,20207,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20207,0,0,0,0,ItemName_20207,FALSE,TRUE,AttackScroll,1,,ItemDesc_20207,Consumable_20207,Money,100,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_scroll,icon_coin,10022,classSquare_All,
b_0,20208,,상급 바람의 주문서,,20000,200,8,20208,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20208,0,0,0,0,ItemName_20208,FALSE,TRUE,AttackScroll,20,,ItemDesc_20208,Consumable_20208,Money,200,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_scroll,icon_coin,10022,classSquare_All,
b_0,20209,,빛나는 바람의 주문서,,20000,200,9,20209,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20209,0,0,0,0,ItemName_20209,FALSE,TRUE,AttackScroll,30,,ItemDesc_20209,Consumable_20209,Money,500,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_scroll,icon_coin,10022,classSquare_All,
b_0,20210,,대지의 주문서,,20000,200,10,20210,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20210,0,0,0,0,ItemName_20210,FALSE,TRUE,DefenceScroll,1,,ItemDesc_20210,Consumable_20210,Money,100,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_scroll,icon_coin,10022,classSquare_All,
b_0,20211,,상급 대지의 주문서,,20000,200,11,20211,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20211,0,0,0,0,ItemName_20211,FALSE,TRUE,DefenceScroll,20,,ItemDesc_20211,Consumable_20211,Money,200,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_scroll,icon_coin,10022,classSquare_All,
b_0,20212,,빛나는 대지의 주문서,,20000,200,12,20212,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20212,0,0,0,0,ItemName_20212,FALSE,TRUE,DefenceScroll,30,,ItemDesc_20212,Consumable_20212,Money,500,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_scroll,icon_coin,10022,classSquare_All,
b_0,20301,,검투사 영약,,20000,300,1,20301,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20301,0,0,0,0,ItemName_20301,FALSE,TRUE,AttackElixir,1,,ItemDesc_20301,Consumable_20301,Money,100,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_potion,icon_coin,10022,classSquare_All,
b_0,20302,,상급 검투사의 영약,,20000,300,2,20302,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20302,0,0,0,0,ItemName_20302,FALSE,TRUE,AttackElixir,1,,ItemDesc_20302,Consumable_20302,Money,200,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_potion,icon_coin,10022,classSquare_All,
b_0,20901,,암살자의 영약,,20000,900,1,20901,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20901,0,0,0,0,ItemName_20901,FALSE,TRUE,AttackElixir,1,,ItemDesc_20901,Consumable_20901,Money,200,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_potion,icon_coin,10022,classSquare_All,
b_0,20902,,상급 암살자의 영약,,20000,900,2,20902,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20902,0,0,0,0,ItemName_20902,FALSE,TRUE,AttackElixir,1,,ItemDesc_20902,Consumable_20902,Money,200,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_potion,icon_coin,10022,classSquare_All,
b_0,20303,,지혜의 영약,,20000,300,3,20303,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20303,0,0,0,0,ItemName_20303,FALSE,TRUE,MPRecoveryElixir,1,,ItemDesc_20303,Consumable_20303,Money,500,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_potion,icon_coin,10022,classSquare_All,
b_0,20304,,상급 지혜의 영약,,20000,300,4,20304,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20304,0,0,0,0,ItemName_20304,FALSE,TRUE,MPRecoveryElixir,1,,ItemDesc_20304,Consumable_20304,Money,100,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_potion,icon_coin,10022,classSquare_All,
b_0,20305,,생명의 영약,,20000,300,5,20305,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20305,0,0,0,0,ItemName_20305,FALSE,TRUE,DefenceElixir,1,,ItemDesc_20305,Consumable_20305,Money,200,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_potion,icon_coin,10022,classSquare_All,
b_0,20306,,상급 생명의 영약,,20000,300,6,20306,0,"""Common""",None,None,Potion,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20306,0,0,0,0,ItemName_20306,FALSE,TRUE,DefenceElixir,1,,ItemDesc_20306,Consumable_20306,Money,500,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_potion,icon_coin,10022,classSquare_All,
b_0,20307,,깅인함의 영약,,20000,300,7,20307,0,"""Common""",None,None,Potion,None,Consumable,Grade_3,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20307,0,0,0,0,ItemName_20307,FALSE,TRUE,DefenceElixir,20,,ItemDesc_20307,Consumable_20307,Money,2000,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_potion,icon_coin,10016,classSquare_All,
b_0,20308,,격노의 영약,,20000,300,8,20308,0,"""Common""",None,None,Potion,None,Consumable,Grade_3,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20308,0,0,0,0,ItemName_20308,FALSE,TRUE,AttackElixir,20,,ItemDesc_20308,Consumable_20308,Money,2000,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_potion,icon_coin,10016,classSquare_All,
b_0,20401,,전설의 마법서,,20000,400,1,20401,0,"""Common""",None,None,Potion,None,Consumable,Grade_5,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20401,0,0,0,0,ItemName_20401,FALSE,TRUE,MysteryBuff,1,,ItemDesc_20401,Consumable_20401,Money,0,0,TRUE,100,AllStat,FALSE,0,icon_stats_scroll,icon_coin,10025,classSquare_All,
b_0,20501,,신비물약,,20000,500,1,20501,0,"""Common""",None,None,Potion,None,Consumable,Grade_BM,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Immediate,20501,0,0,0,0,ItemName_20501,FALSE,TRUE,MysteryPotion,1,,ItemDesc_20501,Consumable_20501,Gem,10,10,FALSE,100,F_AddHP,FALSE,0,icon_stats_scroll,icon_gem,10016,classSquare_All,
b_0,20502,,경험치 부스터,,20000,500,2,20502,0,"""Common""",None,None,Potion,None,Consumable,Grade_BM,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,StatusEffect,20502,0,0,0,0,ItemName_20502,FALSE,TRUE,MysteryBuff,1,,ItemDesc_20502,Consumable_20502,Gem,500,10,FALSE,100,F_ExpAmp,FALSE,0,icon_stats_scroll,icon_gem,10022,classSquare_All,
b_0,20601,,귀환서-봄마을,,20000,600,1,20601,0,"""Common""",None,None,Portal,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Immediate,0,0,0,0,0,ItemName_20601,FALSE,FALSE,None,1,,ItemDesc_20601,Consumable_20601,Money,100,10,FALSE,100,None,FALSE,0,icon_stats_scroll,icon_coin,10022,classSquare_All,
b_0,20602,,귀환서-지하마을,,20000,600,2,20602,0,"""Common""",None,None,Portal,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Immediate,0,0,0,0,0,ItemName_20602,FALSE,FALSE,None,1,,ItemDesc_20602,Consumable_20602,Money,100,10,FALSE,100,None,FALSE,0,icon_stats_scroll,icon_coin,10022,classSquare_All,
b_0,20603,,귀환서-설산,,20000,600,3,20603,0,"""Common""",None,None,Portal,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Immediate,0,0,0,0,0,ItemName_20603,FALSE,FALSE,None,1,,ItemDesc_20603,Consumable_20603,Money,100,10,FALSE,100,None,FALSE,0,icon_stats_scroll,icon_coin,10022,classSquare_All,
b_0,20604,,귀환서-화산,,20000,600,4,20604,0,"""Common""",None,None,Portal,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Immediate,0,0,0,0,0,ItemName_20604,FALSE,FALSE,None,1,,ItemDesc_20604,Consumable_20604,Money,100,10,FALSE,100,None,FALSE,0,icon_stats_scroll,icon_coin,10022,classSquare_All,
b_0,20701,,순간이동 주문서,,20000,700,1,0,0,"""Common""",None,None,Consumable,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Immediate,0,0,0,0,0,ItemName_20701,FALSE,FALSE,None,1,,ItemDesc_20701,Consumable_20701,Money,100,10,FALSE,100,None,FALSE,0,icon_stats_scroll,icon_coin,10022,classSquare_All,
b_0,20801,,강화주문서,,20000,800,1,0,0,"""Common""",None,None,EnchantScroll,None,Consumable,None,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Immediate,0,0,0,0,0,ItemName_20801,FALSE,FALSE,None,1,,ItemDesc_20801,Consumable_20801,Money,1000,10,FALSE,100,None,FALSE,0,icon_stats_scroll,icon_coin,0,classSquare_All,
b_0,20802,,빛나는강화주문서,,20000,800,2,0,0,"""Common""",None,None,EnchantScroll,None,Consumable,Grade_BM,999,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Immediate,0,0,0,0,0,ItemName_20802,FALSE,FALSE,None,1,,ItemDesc_20802,Consumable_20802,Gem,100,10,TRUE,100,None,FALSE,0,icon_stats_scroll,icon_gem,0,classSquare_All,
b_0,50101,,흑철파편,50000,100,1,,0,0,"""Common""",None,None,Material,Material,Material,Grade_1,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,None,0,0,0,0,0,ItemName_50101,FALSE,FALSE,None,1,★,ItemDesc_50101,Material_50101,Money,10,200,FALSE,100,None,FALSE,0,icon_stats_material,icon_coin,,classSquare_All,
b_0,50102,,흑철,50000,100,2,,0,0,"""Common""",None,None,Material,Material,Material,Grade_1,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,None,0,0,0,0,0,ItemName_50102,FALSE,FALSE,None,1,★,ItemDesc_50102,Material_50102,Money,10,500,FALSE,100,None,FALSE,0,icon_stats_material,icon_coin,,classSquare_All,
b_0,50103,,흑철주괴,50000,100,3,,0,0,"""Common""",None,None,Material,Material,Material,Grade_1,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,None,0,0,0,0,0,ItemName_50103,FALSE,FALSE,None,1,★,ItemDesc_50103,Material_50103,Money,10,1000,FALSE,100,None,FALSE,0,icon_stats_material,icon_coin,,classSquare_All,
b_0,50104,,흑철재련주괴,50000,100,4,,0,0,"""Common""",None,None,Material,Material,Material,Grade_1,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,None,0,0,0,0,0,ItemName_50104,FALSE,FALSE,None,1,★,ItemDesc_50104,Material_50104,Money,10,5000,FALSE,100,None,FALSE,0,icon_stats_material,icon_coin,,classSquare_All,
b_0,50105,,마력흑철주괴,50000,100,5,,0,0,"""Common""",None,None,Material,Material,Material,Grade_3,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,None,0,0,0,0,0,ItemName_50105,FALSE,FALSE,None,1,★★★,ItemDesc_50105,Material_50105,Money,10,10000,FALSE,100,None,FALSE,0,icon_stats_material,icon_coin,,classSquare_All,
b_0,50201,,황금 파편 조각,50000,200,1,,0,0,"""Common""",None,None,Material,Material,Material,Grade_1,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,None,0,0,0,0,0,ItemName_50201,FALSE,FALSE,None,1,★,ItemDesc_50201,Material_50201,Money,10,200,FALSE,100,None,FALSE,0,icon_stats_material,icon_coin,,classSquare_All,
