속성,TempID,RaidID,Tag,Level,Difficulty,IsExpandKey,ExpandLevel,CommonGimmickIDs,PlayerScalingStatIDs,MonsterScalingStatIDs,SetPlayerScalingLevel,AddMonsterScalingLevel,AddNpcScalingLevel,RecommendPower,AreaID,FirstClearRewardBagID,RewardBagID,WaitForBattle,ResetHealthToEnter,ResetHealthToClear,CommonDeath,RecommendCountName,StarImageCount
b_0,16,1,초급 초원 16단계,16,Easy,FALSE,20,0,0,0,0,9,0,747,40015,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,17,1,초급 초원 17단계,17,Easy,FALSE,20,10005,0,3006,0,11,0,785,40016,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,18,1,초급 초원 18단계,18,Easy,FALSE,20,0,0,0,0,12,0,825,40017,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,19,1,초급 초원 19단계,19,Easy,FALSE,20,10005,0,0,0,13,0,867,40018,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,20,1,초급 초원 20단계,20,Easy,FALSE,20,10006,0,0,0,14,0,911,40019,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,21,2,초급 눈 1단계,1,Easy,TRUE,5,0,0,0,0,2,0,620,40100,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,22,2,초급 눈 2단계,2,Easy,FALSE,5,0,0,0,0,2,0,651,40101,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,23,2,초급 눈 3단계,3,Easy,FALSE,5,0,0,0,0,3,0,684,40102,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,24,2,초급 눈 4단계,4,Easy,FALSE,5,10002,0,0,0,3,0,719,40103,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,25,2,초급 눈 5단계,5,Easy,TRUE,10,0,0,0,0,3,0,755,40104,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,26,2,초급 눈 6단계,6,Easy,FALSE,10,0,0,0,0,3,0,793,40105,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,27,2,초급 눈 7단계,7,Easy,FALSE,10,10003,0,0,0,4,0,833,40106,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,28,2,초급 눈 8단계,8,Easy,FALSE,10,0,0,0,0,4,0,875,40107,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,29,2,초급 눈 9단계,9,Easy,FALSE,10,10003,0,3006,0,4,0,919,40108,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,30,2,초급 눈 10단계,10,Easy,FALSE,15,0,0,0,0,4,0,965,40109,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,31,2,초급 눈 11단계,11,Easy,FALSE,15,0,0,0,0,5,0,1014,40110,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,32,2,초급 눈 12단계,12,Easy,FALSE,15,10004,0,0,0,6,0,1065,40111,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,33,2,초급 눈 13단계,13,Easy,FALSE,15,0,0,0,0,7,0,1119,40112,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,34,2,초급 눈 14단계,14,Easy,FALSE,15,10004,0,2030,0,8,0,1175,40113,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,35,2,초급 눈 15단계,15,Easy,FALSE,20,0,0,0,0,9,0,1234,40114,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,36,2,초급 눈 16단계,16,Easy,FALSE,20,0,0,0,0,9,0,1296,40115,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,37,2,초급 눈 17단계,17,Easy,FALSE,20,10005,0,3006,0,11,0,1361,40116,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,38,2,초급 눈 18단계,18,Easy,FALSE,20,0,0,0,0,12,0,1430,40117,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,39,2,초급 눈 19단계,19,Easy,FALSE,20,10005,0,0,0,13,0,1502,40118,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,40,2,초급 눈 20단계,20,Easy,FALSE,20,10006,0,0,0,14,0,1578,40119,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,41,3,초급 지하 1단계,1,Easy,TRUE,5,0,0,0,0,2,0,922,40200,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,42,3,초급 지하 2단계,2,Easy,FALSE,5,0,0,0,0,2,0,969,40201,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,43,3,초급 지하 3단계,3,Easy,FALSE,5,0,0,0,0,3,0,1018,40202,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,44,3,초급 지하 4단계,4,Easy,FALSE,5,10002,0,0,0,3,0,1069,40203,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,45,3,초급 지하 5단계,5,Easy,TRUE,10,0,0,0,0,3,0,1123,40204,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,46,3,초급 지하 6단계,6,Easy,FALSE,10,0,0,0,0,3,0,1180,40205,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,47,3,초급 지하 7단계,7,Easy,FALSE,10,10003,0,0,0,4,0,1239,40206,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,48,3,초급 지하 8단계,8,Easy,FALSE,10,0,0,0,0,4,0,1301,40207,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,49,3,초급 지하 9단계,9,Easy,FALSE,10,10003,0,3006,0,4,0,1367,40208,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,50,3,초급 지하 10단계,10,Easy,FALSE,15,0,0,0,0,4,0,1436,40209,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,51,3,초급 지하 11단계,11,Easy,FALSE,15,0,0,0,0,5,0,1508,40210,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,52,3,초급 지하 12단계,12,Easy,FALSE,15,10004,0,0,0,6,0,1584,40211,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,53,3,초급 지하 13단계,13,Easy,FALSE,15,0,0,0,0,7,0,1664,40212,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,54,3,초급 지하 14단계,14,Easy,FALSE,15,10004,0,2030,0,8,0,1748,40213,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,55,3,초급 지하 15단계,15,Easy,FALSE,20,0,0,0,0,9,0,1836,40214,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,56,3,초급 지하 16단계,16,Easy,FALSE,20,0,0,0,0,9,0,1928,40215,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,57,3,초급 지하 17단계,17,Easy,FALSE,20,10005,0,3006,0,11,0,2025,40216,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,58,3,초급 지하 18단계,18,Easy,FALSE,20,0,0,0,0,12,0,2127,40217,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,59,3,초급 지하 19단계,19,Easy,FALSE,20,10005,0,0,0,13,0,2234,40218,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,60,3,초급 지하 20단계,20,Easy,FALSE,20,10006,0,0,0,14,0,2346,40219,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,61,4,초급 화산 1단계,1,Easy,TRUE,5,0,0,0,0,2,0,922,41800,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,62,4,초급 화산 2단계,2,Easy,FALSE,5,0,0,0,0,2,0,969,41801,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,63,4,초급 화산 3단계,3,Easy,FALSE,5,0,0,0,0,3,0,1018,41802,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,64,4,초급 화산 4단계,4,Easy,FALSE,5,10002,0,0,0,3,0,1069,41803,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,65,4,초급 화산 5단계,5,Easy,TRUE,10,0,0,0,0,3,0,1123,41804,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,66,4,초급 화산 6단계,6,Easy,FALSE,10,0,0,0,0,3,0,1180,41805,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,67,4,초급 화산 7단계,7,Easy,FALSE,10,10003,0,0,0,4,0,1239,41806,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,68,4,초급 화산 8단계,8,Easy,FALSE,10,0,0,0,0,4,0,1301,41807,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,69,4,초급 화산 9단계,9,Easy,FALSE,10,10003,0,3006,0,4,0,1367,41808,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,70,4,초급 화산 10단계,10,Easy,FALSE,15,0,0,0,0,4,0,1436,41809,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,71,4,초급 화산 11단계,11,Easy,FALSE,15,0,0,0,0,5,0,1508,41810,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,72,4,초급 화산 12단계,12,Easy,FALSE,15,10004,0,0,0,6,0,1584,41811,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,73,4,초급 화산 13단계,13,Easy,FALSE,15,0,0,0,0,7,0,1664,41812,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,74,4,초급 화산 14단계,14,Easy,FALSE,15,10004,0,2030,0,8,0,1748,41813,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,75,4,초급 화산 15단계,15,Easy,FALSE,20,0,0,0,0,9,0,1836,41814,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,76,4,초급 화산 16단계,16,Easy,FALSE,20,0,0,0,0,9,0,1928,41815,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,77,4,초급 화산 17단계,17,Easy,FALSE,20,10005,0,3006,0,11,0,2025,41816,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,78,4,초급 화산 18단계,18,Easy,FALSE,20,0,0,0,0,12,0,2127,41817,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,79,4,초급 화산 19단계,19,Easy,FALSE,20,10005,0,0,0,13,0,2234,41818,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,80,4,초급 화산 20단계,20,Easy,FALSE,20,10006,0,0,0,14,0,2346,41819,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,81,5,깊은숲1 1단계,1,Easy,TRUE,5,0,0,0,0,7,0,922,40300,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,82,5,깊은숲1 2단계,2,Easy,FALSE,5,0,0,0,0,7,0,969,40301,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,83,5,깊은숲1 3단계,3,Easy,FALSE,5,10003,0,0,0,8,0,1018,40302,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,84,5,깊은숲1 4단계,4,Easy,FALSE,5,0,0,0,0,8,0,1069,40303,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,85,5,깊은숲1 5단계,5,Easy,TRUE,10,10003,0,0,0,9,0,1123,40304,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,86,5,깊은숲1 6단계,6,Easy,FALSE,10,0,0,0,0,10,0,1180,40305,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,87,5,깊은숲1 7단계,7,Easy,FALSE,10,10004,0,0,0,12,0,1239,40306,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,88,5,깊은숲1 8단계,8,Easy,FALSE,10,0,0,0,0,13,0,1301,40307,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,89,5,깊은숲1 9단계,9,Easy,FALSE,10,10004,0,3006,0,15,0,1367,40308,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,90,5,깊은숲1 10단계,10,Easy,FALSE,15,10004,0,0,0,16,0,1436,40309,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,91,5,깊은숲1 11단계,11,Easy,FALSE,15,10004,0,0,0,17,0,1508,40310,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,92,5,깊은숲1 12단계,12,Easy,FALSE,15,1003,0,0,0,17,0,1584,40311,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,93,5,깊은숲1 13단계,13,Easy,FALSE,15,10004,0,0,0,18,0,1664,40312,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,94,5,깊은숲1 14단계,14,Easy,FALSE,15,1003,0,2030,0,19,0,1748,40313,0,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,95,5,깊은숲1 15단계,15,Easy,FALSE,20,"10004, 2001",0,0,0,20,0,1836,40314,500200,500100,FALSE,TRUE,TRUE,1,RaidRecommendCount_1,1
b_0,96,5,깊은숲1 16단계,16,Easy,FALSE,20,1004,0,0,0,20,0,1928,40315,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,97,5,깊은숲1 17단계,17,Easy,FALSE,20,"10004, 2001",0,3006,0,21,0,2025,40316,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,98,5,깊은숲1 18단계,18,Easy,FALSE,20,1004,0,0,0,22,0,2127,40317,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,99,5,깊은숲1 19단계,19,Easy,FALSE,20,"10004, 2001",0,0,0,22,0,2234,40318,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,100,5,깊은숲1 20단계,20,Easy,FALSE,25,10004,0,0,0,23,0,2346,40319,500200,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,101,5,깊은숲1 21단계,21,Easy,FALSE,25,"10004, 2001",0,0,0,24,0,2464,40300,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,102,5,깊은숲1 22단계,22,Easy,FALSE,25,1004,0,0,0,25,0,2588,40301,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,103,5,깊은숲1 23단계,23,Easy,FALSE,25,"10004, 2001",0,0,0,26,0,2718,40302,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,104,5,깊은숲1 24단계,24,Easy,FALSE,25,1004,0,0,0,27,0,2854,40303,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,105,5,깊은숲1 25단계,25,Easy,FALSE,30,"10005, 2002",0,0,0,28,0,2997,40304,500200,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,106,5,깊은숲1 26단계,26,Easy,FALSE,30,1004,0,0,0,28,0,3147,40305,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,107,5,깊은숲1 27단계,27,Easy,FALSE,30,"10005, 2002",0,0,0,29,0,3305,40306,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,108,5,깊은숲1 28단계,28,Easy,FALSE,30,1004,0,0,0,30,0,3471,40307,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,109,5,깊은숲1 29단계,29,Easy,FALSE,30,"10005, 2002",0,3006,0,31,0,3645,40308,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,110,5,깊은숲1 30단계,30,Easy,FALSE,35,10005,0,0,0,32,0,3828,40309,500200,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,111,5,깊은숲1 31단계,31,Normal,FALSE,35,"10005, 2002",0,0,0,33,0,4020,40310,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,112,5,깊은숲1 32단계,32,Normal,FALSE,35,1004,0,0,0,33,0,4221,40311,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,113,5,깊은숲1 33단계,33,Normal,FALSE,35,"10005, 2002",0,0,0,34,0,4433,40312,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,114,5,깊은숲1 34단계,34,Normal,FALSE,35,1004,0,2030,0,34,0,4655,40313,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,115,5,깊은숲1 35단계,35,Normal,FALSE,40,"10005, 2002",0,0,0,35,0,4888,40314,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,116,5,깊은숲1 36단계,36,Normal,FALSE,40,1004,0,0,0,36,0,5133,40315,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,117,5,깊은숲1 37단계,37,Normal,FALSE,40,"1005, 2002",0,3006,0,36,0,5390,40316,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,118,5,깊은숲1 38단계,38,Normal,FALSE,40,1005,0,0,0,37,0,5660,40317,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,119,5,깊은숲1 39단계,39,Normal,FALSE,40,"1005, 2002",0,0,0,37,0,5943,40318,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,120,5,깊은숲1 40단계,40,Normal,FALSE,45,10005,0,0,0,38,0,6241,40319,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,121,5,깊은숲1 41단계,41,Normal,FALSE,45,"1005, 2002",0,0,0,35,0,6554,40300,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,122,5,깊은숲1 42단계,42,Normal,FALSE,45,1005,0,0,0,35,0,6882,40301,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,123,5,깊은숲1 43단계,43,Normal,FALSE,45,2002,0,0,0,35,0,7227,40302,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,124,5,깊은숲1 44단계,44,Normal,FALSE,45,1005,0,0,0,35,0,7589,40303,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,125,5,깊은숲1 45단계,45,Normal,FALSE,50,"10005, 2002",0,0,0,35,0,7969,40304,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,126,5,깊은숲1 46단계,46,Normal,FALSE,50,1005,0,0,0,35,0,8368,40305,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,127,5,깊은숲1 47단계,47,Normal,FALSE,50,"1005, 2002",0,0,0,35,0,8787,40306,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,128,5,깊은숲1 48단계,48,Normal,FALSE,50,1005,0,0,0,35,0,9227,40307,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,129,5,깊은숲1 49단계,49,Normal,FALSE,50,"1005, 2002",0,3006,0,35,0,9689,40308,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,130,5,깊은숲1 50단계,50,Normal,FALSE,55,10006,0,0,0,35,0,10174,40309,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,131,5,깊은숲1 51단계,51,Normal,FALSE,55,"1005, 2002",0,0,0,41,0,10683,40310,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,132,5,깊은숲1 52단계,52,Normal,FALSE,55,0,0,0,0,41,0,11218,40311,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,133,5,깊은숲1 53단계,53,Normal,FALSE,55,"1005, 2002",0,0,0,41,0,11779,40312,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,134,5,깊은숲1 54단계,54,Normal,FALSE,55,0,0,2030,0,41,0,12368,40313,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,135,5,깊은숲1 55단계,55,Normal,FALSE,60,"10006, 2002",0,0,0,41,0,12987,40314,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,136,5,깊은숲1 56단계,56,Normal,FALSE,60,1005,0,0,0,41,0,13637,40315,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,137,5,깊은숲1 57단계,57,Normal,FALSE,60,2002,0,3006,0,41,0,14319,40316,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,138,5,깊은숲1 58단계,58,Normal,FALSE,60,1005,0,0,0,41,0,15035,40317,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,139,5,깊은숲1 59단계,59,Normal,FALSE,60,"1005, 2003",0,0,0,41,0,15787,40318,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,140,5,깊은숲1 60단계,60,Normal,FALSE,65,10006,0,0,0,41,0,16577,40319,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,141,5,깊은숲1 61단계,61,Hard,FALSE,65,2003,0,0,0,46,0,17406,40300,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,142,5,깊은숲1 62단계,62,Hard,FALSE,65,1005,0,0,0,46,0,18277,40301,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,143,5,깊은숲1 63단계,63,Hard,FALSE,65,"1005, 2003",0,0,0,46,0,19191,40302,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,144,5,깊은숲1 64단계,64,Hard,FALSE,65,0,0,0,0,46,0,20151,40303,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,145,5,깊은숲1 65단계,65,Hard,FALSE,70,"10006, 2003",0,0,0,46,0,21159,40304,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,146,5,깊은숲1 66단계,66,Hard,FALSE,70,1005,0,0,0,46,0,22217,40305,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,147,5,깊은숲1 67단계,67,Hard,FALSE,70,2003,0,0,0,46,0,23328,40306,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,148,5,깊은숲1 68단계,68,Hard,FALSE,70,1005,0,0,0,46,0,24495,40307,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,149,5,깊은숲1 69단계,69,Hard,FALSE,70,2004,0,3006,0,46,0,25720,40308,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,150,5,깊은숲1 70단계,70,Hard,FALSE,75,10006,0,0,0,46,0,27006,40309,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,151,5,깊은숲1 71단계,71,Hard,FALSE,75,"1005, 2004",0,0,0,52,0,28357,40310,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,152,5,깊은숲1 72단계,72,Hard,FALSE,75,0,0,0,0,52,0,29775,40311,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,153,5,깊은숲1 73단계,73,Hard,FALSE,75,"1005, 2004",0,0,0,52,0,31264,40312,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,154,5,깊은숲1 74단계,74,Hard,FALSE,75,1005,0,2030,0,52,0,32828,40313,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,155,5,깊은숲1 75단계,75,Hard,FALSE,80,"10006, 2004",0,0,0,52,0,34470,40314,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
b_0,156,5,깊은숲1 76단계,76,Hard,FALSE,80,1005,0,0,0,52,0,36194,40315,0,500100,FALSE,TRUE,TRUE,2,RaidRecommendCount_1,1
